filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
EB09262025_Ni11_20cm_IDM.Spe,55CO,91.9,2142.480557095958,177.13608805395026,0.0116,0.0009,0.0052064887172415,0.0004524933490945,38038186.39067525,5495864.780758795,11051.187214025347,1596.7067927829155,1.2548209857133046,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,57CO,122.06065,115863.62011489338,697.4996210597138,0.856,0.0017,0.0055467685011207,8.428990944098135e-05,26166107.543612007,437639.78346213046,7602.006840096457,127.14694464326858,3.4769289726321806,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,57NI,127.164,319755.1449090991,1059.7037310529322,0.167,0.005,0.0055546097284823,0.0001546911624075,369618204.5277182,15177302.45662239,107384.71950253288,4409.442898495756,3.4769289726321806,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,57CO,136.47356,14206.297366258485,159.3332468781413,0.1068,0.0008,0.005519485029212,0.0002973854080612,25841452.58110509,1451558.346161846,7507.685235649358,421.71944978554507,0.7170190049890489,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,56NI,158.38,3290.4221294619665,162.04521451466624,0.988,0.01,0.0052485659936017,0.0002477895968065,680393.011306679,48401.47467585029,197.67373948479928,14.062020533367312,1.1112027623381766,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,55CO,411.5,1033.7165807489944,112.46781216173068,0.0107,0.0008,0.0022795354576237,7.268798337517674e-05,45444066.464679755,6331503.072886967,13202.808386019686,1839.4837515650688,1.2417510001231142,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,55CO,477.2,15989.963585917783,182.0640927465236,0.2019999999999999,0.017,0.001991299169159,7.2125728110937e-05,42625101.51656916,3949841.337662999,12383.817988544206,1147.542515300116,1.4440314264773573,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,55CO,803.7,882.3272719370304,65.6465057310829,0.0187,0.0015,0.0012375038554732,2.132814260498319e-05,40883434.215576515,4732646.3027016185,11877.81354316575,1374.9698729522424,0.924638497152949,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,56NI,811.85,965.3562051947991,72.44644564710649,0.86,0.009,0.001225862828267,2.0089029649990413e-05,981867.9830464572,82417.94094873623,285.2608899030962,23.9447823790634,0.924638497152949,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,55CO,931.1,31075.369534685866,206.52024137820524,0.75,0.0375,0.0010762040410714,9.574267135705788e-06,41282525.089982234,2127348.6395625556,11993.760920971015,618.0559673336884,1.2852221719079078,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,55CO,1316.6,2074.773760832935,62.92710729128753,0.071,0.003,0.0007594711796674,1.6466763544280243e-05,41257882.42118574,2495106.156132499,11986.601516904631,724.9001034667342,1.1341882389439666,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,55CO,1370.0,2514.031786049494,289.78798337214266,0.0289999999999999,0.003,0.0007289389739075,1.638743442200036e-05,127522679.33088972,20119297.270450193,37049.006197236995,5845.234535284774,12.685591015426777,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,57NI,1377.63,216437.8494875549,1598.0709750367,0.8170000000000001,0.024,0.0007247598446143,1.6341739404208957e-05,391942956.26467687,14823919.399266675,113870.70199438608,4306.774956207633,12.685591015426777,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,55CO,1408.5,5677.165504953617,73.57698873884961,0.1689999999999999,0.008,0.0007083161425807,1.6085405871402282e-05,50853815.695973575,2831714.240332385,14774.496134797668,822.6944335654808,0.8597102947849091,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,57NI,1757.55,13310.275184860142,191.98684377168783,0.0575,0.002,0.0005629941271169,9.989471580033656e-06,440880772.33241606,18745684.345026728,128088.5451285346,5446.160472117004,2.8620432393983957,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,57NI,1919.52,27610.557501155923,458.2730753760649,0.123,0.004,0.0005139047294642,8.727935245708878e-06,468374544.18999493,19069899.08726188,136076.27663858075,5540.354179913388,7.456345062451297,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,55CO,2177.6,37.1429010516319,6.5891999785626645,0.0029,0.0004,0.0004514136930327,1.1420019650577088e-05,30423482.72396269,8500043.015916688,8838.896782092588,2469.506977314552,1.3981481685852652,09/26/2025 03:49:21,3210.0,3442.0
EB09262025_Ni11_20cm_IDM.Spe,57NI,2804.2,168.17519322607666,10.579622925685308,0.00098,4e-05,0.0003504017748365,2.27615468108574e-05,525140358.08538455,65986574.75235594,152568.37829325526,19170.99789435094,1.2251158154801916,09/26/2025 03:49:21,3210.0,3442.0
