name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.91949983333334,0.45593248385403023
Sn01,Sn,37.475,54.73228673333333,0.46067837679954354
Ta01,Ta,27.334,54.555443466666674,0.45702243781968616
Cu01,Cu,21.906,54.412305066666676,0.4581906211767422
AlA1,Al,599.0,51.91863661111111,1.647518181000226
Ni02,Ni,23.091,49.36129510000001,0.49339607218676085
Sn02,Sn,37.211,49.16201226666667,0.49827901700037724
Ta02,Ta,27.396,48.9755431,0.49471995449519046
Cu02,Cu,22.235,48.822101333333336,0.4963839888616697
AlB2,Al,415.0,46.9304714875,1.299717040724456
Ni03,Ni,22.966,44.994569766666665,0.5296504059905416
Sn03,Sn,37.13,44.78190120000001,0.535177223081501
Ta03,Ta,27.702,44.58173426666667,0.5317880620940973
Cu03,Cu,22.253,44.41623666666666,0.5338523428710311
AlC5,Al,261.5,43.10766698333334,0.9999461372326843
Ni04,Ni,22.982,41.77229963333333,0.5607211217291523
Sn04,Sn,36.99,41.54780143333334,0.5668008788848269
Ta04,Ta,27.518,41.33747086666667,0.5634922603590774
Cu04,Cu,22.289,41.163023100000004,0.5658938435782133
AlE8E1,Al,136.6,40.398046824999994,0.7603344067628529
Ni05,Ni,22.942,39.618492466666666,0.5839841567570553
Sn05,Sn,8.004,39.48837773333334,0.5799065237181439
Ta05,Ta,27.197,39.374380699999996,0.5847788055902078
Cu05,Cu,22.311,39.19441246666667,0.5876132397004419
AlE4E3E2,Al,204.89999999999998,38.04318651666667,0.9397208121448629
Ni06,Ni,22.631,36.86808836666667,0.6171484324358274
Sn06,Sn,7.816,36.733024400000005,0.6131791057034696
Ta06,Ta,27.374,36.61312173333333,0.6185913460820983
Cu06,Cu,22.233,36.42293670000001,0.6218135474506084
AlE7E6E5,Al,204.89999999999998,35.201524871428575,0.9841343145388441
Ni07,Ni,22.529,33.951657700000005,0.6576980325580349
Sn07,Sn,7.917,33.8079096,0.6539104206447852
Ta07,Ta,27.539,33.679550899999995,0.6599797782072746
Cu07,Cu,22.258,33.47656846666666,0.6638174622933996
