name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.9212099,0.4561189977867508
Sn01,Sn,37.475,54.73831996666667,0.46063649459705813
Ta01,Ta,27.334,54.565591,0.4571754084072473
Cu01,Cu,21.906,54.42572816666667,0.45836254367037044
AlA1,Al,599.0,51.9913327,1.6112387891583566
Ni02,Ni,23.091,49.49598216666667,0.49264973732051476
Sn02,Sn,37.211,49.30167636666667,0.49727328817073235
Ta02,Ta,27.396,49.119879133333335,0.4937310334496393
Cu02,Cu,22.235,48.970247900000004,0.49539096265366345
AlB2,Al,415.0,47.127633025,1.2704341751658563
Ni03,Ni,22.966,45.24302360000001,0.527523620175476
Sn03,Sn,37.13,45.036031466666664,0.5328213147105217
Ta03,Ta,27.702,44.84126560000001,0.5296058945951917
Cu03,Cu,22.253,44.68035253333334,0.53155098568897
AlC5,Al,261.5,43.4083696,0.9786777558501266
Ni04,Ni,22.982,42.11111753333334,0.5574391749652293
Sn04,Sn,36.99,41.89316473333334,0.5631667892045206
Ta04,Ta,27.518,41.68889146666667,0.5600190774909806
Cu04,Cu,22.289,41.51944926666667,0.562396792925418
AlE8E1,Al,136.6,40.777368425000006,0.747584534894228
Ni05,Ni,22.942,40.021364866666666,0.5794974338214527
Sn05,Sn,8.004,39.895273800000005,0.5756892996228319
Ta05,Ta,27.197,39.78474010000001,0.5803963261875371
Cu05,Cu,22.311,39.610269766666676,0.5830431704078858
AlE4E3E2,Al,204.89999999999998,38.49549416666667,0.9186106633385586
Ni06,Ni,22.631,37.35852226666667,0.6110491177509348
Sn06,Sn,7.816,37.227700266666666,0.6073200160485923
Ta06,Ta,27.374,37.11155906666667,0.6124267477103927
Cu06,Cu,22.233,36.92764553333333,0.6154342405868524
AlE7E6E5,Al,204.89999999999998,35.74795076666667,0.9732625291475808
Ni07,Ni,22.529,34.54235423333334,0.6492708466056973
Sn07,Sn,7.917,34.40366,0.6455600496726337
Ta07,Ta,27.539,34.27984800000001,0.6511985182947926
Cu07,Cu,22.258,34.084112766666664,0.6548005211388266
