name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.90011676666667,0.4587503602529509
Sn01,Sn,37.475,54.667570700000006,0.46568390620839584
Ta01,Ta,27.334,54.44779976666666,0.4598051351459792
Cu01,Cu,21.906,54.26980546666667,0.4613754257544669
AlA1,Al,599.0,51.149352809090914,1.9993906699652089
Ni02,Ni,23.091,47.9280487,0.5077095860446633
Sn02,Sn,37.211,47.67511653333334,0.5150598344723154
Ta02,Ta,27.396,47.438371000000004,0.5092617595032376
Cu02,Cu,22.235,47.24328143333334,0.5117057072790429
AlB2,Al,415.0,44.817963600000006,1.5909135668146903
Ni03,Ni,22.966,42.31707793333334,0.5586987359269713
Sn03,Sn,37.13,42.040453166666666,0.5673232717243073
Ta03,Ta,27.702,41.78017773333333,0.5616589158414523
Cu03,Cu,22.253,41.56461996666667,0.5647371246057752
AlC5,Al,261.5,39.843109325,1.2095201408401783
Ni04,Ni,22.982,38.07366580000001,0.606128894359135
Sn04,Sn,36.99,37.774797766666666,0.6158060198647619
Ta04,Ta,27.518,37.49475459999999,0.6102379801729052
Cu04,Cu,22.289,37.261821966666666,0.6143767772608807
AlE8E1,Al,136.6,36.23066342,0.8954742043598485
Ni05,Ni,22.942,35.17419186666667,0.6440739969810784
Sn05,Sn,8.004,34.99743906666667,0.6373068922848674
Ta05,Ta,27.197,34.84297730000001,0.6454712322673335
Cu05,Cu,22.311,34.5982793,0.650441085616658
AlE4E3E2,Al,204.89999999999998,33.0090092,1.1623562099286968
Ni06,Ni,22.631,31.36987583333333,0.7035220356055941
Sn06,Sn,7.816,31.180261133333335,0.6969694138263043
Ta06,Ta,27.374,31.01252156666667,0.7064956784733687
Cu06,Cu,22.233,30.7453681,0.7126120465131944
AlE7E6E5,Al,204.89999999999998,28.992098936363636,1.2696247786838282
Ni07,Ni,22.529,27.1708543,0.7865707987872695
Sn07,Sn,7.917,26.95951126666667,0.7804418422533026
Ta07,Ta,27.539,26.771719500000003,0.7919051037338691
Cu07,Cu,22.258,26.472650666666667,0.8002940172000677
