name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.907686633333334,0.45725428629447046
Sn01,Sn,37.475,54.69245766666667,0.4632772386752403
Ta01,Ta,27.334,54.489077566666666,0.4583135976418463
Cu01,Cu,21.906,54.3243148,0.4597598182757602
AlA1,Al,599.0,51.44425251818182,1.8518885152234152
Ni02,Ni,23.091,48.47812876666667,0.5016534419488673
Sn02,Sn,37.211,48.24597056666667,0.5080586386763627
Ta02,Ta,27.396,48.02871076666668,0.5031086349329326
Cu02,Cu,22.235,47.84981543333333,0.5053173813902957
AlB2,Al,415.0,45.63212371111112,1.4799591324935688
Ni03,Ni,22.966,43.35245283333334,0.5466547480893574
Sn03,Sn,37.13,43.10097616666667,0.5539752705960549
Ta03,Ta,27.702,42.864326366666674,0.5492030576676222
Cu03,Cu,22.253,42.66857036666667,0.5518858621265803
AlC5,Al,261.5,41.110864257142865,1.128214070075681
Ni04,Ni,22.982,39.51464983333334,0.5870743244115736
Sn04,Sn,36.99,39.24549446666667,0.5952565274759409
Ta04,Ta,27.518,38.993348133333335,0.5906287209433541
Cu04,Cu,22.289,38.78393966666666,0.5939290465702862
AlE8E1,Al,136.6,37.8605599,0.8320363540807522
Ni05,Ni,22.942,36.916411933333336,0.6184708738312547
Sn05,Sn,8.004,36.7586327,0.6128219043822684
Ta05,Ta,27.197,36.62067036666667,0.6196599249657284
Cu05,Cu,22.311,36.4023351,0.6236622595400949
AlE4E3E2,Al,204.89999999999998,34.99333592857143,1.0776721812091072
Ni06,Ni,22.631,33.54733266666667,0.6657971002236509
Sn06,Sn,7.816,33.3804145,0.6602989586970561
Ta06,Ta,27.374,33.23265776666666,0.6680272925634692
Cu06,Cu,22.233,32.99770413333333,0.6727901869549789
AlE7E6E5,Al,204.89999999999998,31.47061538888889,1.1469541830270213
Ni07,Ni,22.529,29.895534100000003,0.7280184446407865
Sn07,Sn,7.917,29.713515,0.722757113264892
Ta07,Ta,27.539,29.551495400000004,0.7317026607706439
Cu07,Cu,22.258,29.294300100000005,0.7378544105309597
