name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.89569276666667,0.45938845698132086
Sn01,Sn,37.475,54.65234556666667,0.4668453508929328
Ta01,Ta,27.334,54.4223269,0.460313432568567
Cu01,Cu,21.906,54.2359849,0.46203836093120015
AlA1,Al,599.0,50.965021633333336,2.0773590194119067
Ni02,Ni,23.091,47.58200526666667,0.5111285189711052
Sn02,Sn,37.211,47.31596346666667,0.5192130979331276
Ta02,Ta,27.396,47.06685323333333,0.5126411205962825
Cu02,Cu,22.235,46.861593600000006,0.5153394173801443
AlB2,Al,415.0,44.303621818181824,1.6579354512811637
Ni03,Ni,22.966,41.66017946666667,0.5661587690672252
Sn03,Sn,37.13,41.36733746666667,0.5756355608510031
Ta03,Ta,27.702,41.09182453333334,0.5693341916175264
Cu03,Cu,22.253,40.863518066666664,0.5727896954440861
AlC5,Al,261.5,39.03506924444444,1.2592140490907138
Ni04,Ni,22.982,37.1515675,0.618485380811126
Sn04,Sn,36.99,36.833015700000004,0.6292965412957896
Ta04,Ta,27.518,36.5345542,0.6231220858941101
Cu04,Cu,22.289,36.286024133333335,0.6276712901545274
AlE8E1,Al,136.6,35.183144383333335,0.9213333588809137
Ni05,Ni,22.942,34.050853733333334,0.661256474049766
Sn05,Sn,8.004,33.8613915,0.6537181531269802
Ta05,Ta,27.197,33.69586603333334,0.6629369027187019
Cu05,Cu,22.311,33.43334876666667,0.6685258008697038
AlE4E3E2,Al,204.89999999999998,31.720550080000002,1.2271777345649626
Ni06,Ni,22.631,29.94785686666667,0.7301905141670327
Sn06,Sn,7.816,29.7422618,0.7229139922983646
Ta06,Ta,27.374,29.560638333333337,0.7337581203620319
Cu06,Cu,22.233,29.270953233333334,0.7409779789887229
AlE7E6E5,Al,204.89999999999998,27.355550100000002,1.363057718167744
Ni07,Ni,22.529,25.354871533333334,0.8310140601475899
Sn07,Sn,7.917,25.1217858,0.8243441062960459
Ta07,Ta,27.539,24.9150092,0.8379474589229088
Cu07,Cu,22.258,24.584811400000003,0.8484125645954175
