name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.925628466666666,0.45532717361217184
Sn01,Sn,37.475,54.75137936666667,0.45952100497612247
Ta01,Ta,27.334,54.58680496666666,0.45639936214021914
Cu01,Cu,21.906,54.45357093333333,0.45749814036248154
AlA1,Al,599.0,52.13741488888889,1.5386788624157373
Ni02,Ni,23.091,49.7656343,0.48980436094102237
Sn02,Sn,37.211,49.581083033333336,0.4938470428234491
Ta02,Ta,27.396,49.4084406,0.49054677276651204
Cu02,Cu,22.235,49.266502933333335,0.4919589886613811
AlB2,Al,415.0,47.52051672857143,1.230592957360747
Ni03,Ni,22.966,45.7375506,0.5218067449796971
Sn03,Sn,37.13,45.54195656666667,0.5266961678047528
Ta03,Ta,27.702,45.35788453333333,0.5237850839171688
Cu03,Cu,22.253,45.205829933333334,0.5255095037618212
AlC5,Al,261.5,44.00559976,0.9586627345881045
Ni04,Ni,22.982,42.783473266666675,0.5492651094131706
Sn04,Sn,36.99,42.57822170000001,0.5544682428379254
Ta04,Ta,27.518,42.38586096666667,0.5516446812968159
Cu04,Cu,22.289,42.22642566666667,0.5537658808629229
AlE8E1,Al,136.6,41.52859133333334,0.7503713673852138
Ni05,Ni,22.942,40.81896836666667,0.569247328554117
Sn05,Sn,8.004,40.700597300000005,0.5659069681193574
Ta05,Ta,27.197,40.59677173333334,0.5701443720330803
Cu05,Cu,22.311,40.4330069,0.5724812875128671
AlE4E3E2,Al,204.89999999999998,39.38866480000001,0.8946345786079144
Ni06,Ni,22.631,38.32531560000001,0.5976515264460615
Sn06,Sn,7.816,38.203132100000005,0.5942824159855234
Ta06,Ta,27.374,38.094553000000005,0.5988131012185695
Cu06,Cu,22.233,37.9226427,0.6016278707003003
AlE7E6E5,Al,204.89999999999998,36.823409999999996,0.9243891705156801
Ni07,Ni,22.529,35.7018213,0.6312200431436806
Sn07,Sn,7.917,35.5729473,0.6279780129559023
Ta07,Ta,27.539,35.45776070000001,0.6329908436953703
Cu07,Cu,22.258,35.275874400000006,0.6361257596507994
