name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.89607230000001,0.4592823167791716
Sn01,Sn,37.475,54.6549076,0.46665449974141116
Ta01,Ta,27.334,54.42699193333334,0.46032319320407433
Cu01,Cu,21.906,54.24231406666667,0.4619858436815233
AlA1,Al,599.0,51.001545375000006,2.058823720027881
Ni02,Ni,23.091,47.65091493333333,0.510576265504964
Sn02,Sn,37.211,47.387406466666675,0.5184474543463226
Ta02,Ta,27.396,47.1407649,0.5121373737530358
Cu02,Cu,22.235,46.93752333333333,0.5148130140697257
AlB2,Al,415.0,44.406424418181814,1.6417768571487439
Ni03,Ni,22.966,41.79156386666668,0.5647395845175446
Sn03,Sn,37.13,41.50205090000001,0.5739769569786957
Ta03,Ta,27.702,41.229647866666674,0.567804911334385
Cu03,Cu,22.253,41.0038897,0.5712021214659863
AlC5,Al,261.5,39.197172211111116,1.2465011722813941
Ni04,Ni,22.982,37.3367899,0.616042809598481
Sn04,Sn,36.99,37.02221323333333,0.6266172986213719
Ta04,Ta,27.518,36.72746119999999,0.6205261765855598
Cu04,Cu,22.289,36.48217326666667,0.6250089499988478
AlE8E1,Al,136.6,35.394033799999995,0.9128198605370575
Ni05,Ni,22.942,34.277176733333334,0.6577944399015005
Sn05,Sn,8.004,34.090250600000005,0.6504277842566177
Ta05,Ta,27.197,33.92700633333333,0.6594305254990012
Cu05,Cu,22.311,33.66818203333334,0.6648561425831397
AlE4E3E2,Al,204.89999999999998,31.980813210000004,1.211994373373695
Ni06,Ni,22.631,30.235690466666668,0.7247091351632843
Sn06,Sn,7.816,30.033386733333337,0.7175537141594318
Ta06,Ta,27.374,29.85466136666667,0.7281387196092048
Cu06,Cu,22.233,29.569595200000002,0.7350713127334155
AlE7E6E5,Al,204.89999999999998,27.688159883333334,1.3420409432293734
Ni07,Ni,22.529,25.72519516666667,0.8216420166816196
Sn07,Sn,7.917,25.496705433333332,0.8150807644013847
Ta07,Ta,27.539,25.293967300000002,0.828174941179324
Cu07,Cu,22.258,24.970364800000002,0.8381730300208265
