name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.9237338,0.45549536412301717
Sn01,Sn,37.475,54.745144233333335,0.45984080382607656
Ta01,Ta,27.334,54.57650133333334,0.4565425420099302
Cu01,Cu,21.906,54.43996593333334,0.45767710325016503
AlA1,Al,599.0,52.06475502222222,1.5748014761611133
Ni02,Ni,23.091,49.63130543333333,0.49093654360193256
Sn02,Sn,37.211,49.441933533333334,0.4952507635351835
Ta02,Ta,27.396,49.2646716,0.4919439915479268
Cu02,Cu,22.235,49.118890633333336,0.4934897742664977
AlB2,Al,415.0,47.32457871428572,1.2600616939334148
Ni03,Ni,22.966,45.491156133333334,0.5243839744777188
Sn03,Sn,37.13,45.28989463333334,0.5294708820113393
Ta03,Ta,27.702,45.10053433333333,0.5264607055497009
Cu03,Cu,22.253,44.944112966666665,0.5283072081392279
AlC5,Al,261.5,43.708397966666666,0.9571892467824038
Ni04,Ni,22.982,42.44869086666667,0.5531391020077279
Sn04,Sn,36.99,42.23715886666667,0.5585385501121496
Ta04,Ta,27.518,42.03887803333333,0.5555845916907093
Cu04,Cu,22.289,41.874453100000004,0.5578263970391893
AlE8E1,Al,136.6,41.1549269,0.7342683165276777
Ni05,Ni,22.942,40.422221633333336,0.5741654921234227
Sn05,Sn,8.004,40.299949100000006,0.5705464375571808
Ta05,Ta,27.197,40.19276416666667,0.5749161817598333
Cu05,Cu,22.311,40.023756033333335,0.5775466078279734
AlE4E3E2,Al,204.89999999999998,38.94428252000001,0.9156518019544604
Ni06,Ni,22.631,37.844697266666664,0.6038560929718241
Sn06,Sn,7.816,37.7183158,0.6003867182661193
Ta06,Ta,27.374,37.606068199999996,0.605253916646086
Cu06,Cu,22.233,37.428182400000004,0.6081481335416893
AlE7E6E5,Al,204.89999999999998,36.28922476666667,0.9482505985655615
Ni07,Ni,22.529,35.12627386666667,0.6397506367825793
Sn07,Sn,7.917,34.99261583333333,0.6363179347485335
Ta07,Ta,27.539,34.87307106666667,0.6416763196629556
Cu07,Cu,22.258,34.684520533333334,0.6449813326330065
