name,energy,flux
Ni01,52.25,3.3333333333333335e-07
Ni01,52.35000000000001,3.3333333333333335e-07
Ni01,52.45,3.3333333333333335e-07
Ni01,52.55,0.0
Ni01,52.650000000000006,3.3333333333333335e-07
Ni01,52.75,3.3333333333333335e-07
Ni01,52.85000000000001,2e-06
Ni01,52.95,7e-06
Ni01,53.05,2.5e-05
Ni01,53.150000000000006,5.8666666666666665e-05
Ni01,53.25,0.00011966666666666667
Ni01,53.35000000000001,0.00025233333333333336
Ni01,53.45,0.0005336666666666667
Ni01,53.55,0.0010343333333333333
Ni01,53.650000000000006,0.0019053333333333333
Ni01,53.75,0.003417
Ni01,53.85000000000001,0.005780666666666667
Ni01,53.95,0.009437666666666667
Ni01,54.05,0.014530333333333333
Ni01,54.150000000000006,0.021593666666666667
Ni01,54.25,0.030399
Ni01,54.35000000000001,0.040856666666666666
Ni01,54.45,0.05232266666666667
Ni01,54.55,0.06370633333333334
Ni01,54.650000000000006,0.073975
Ni01,54.75,0.08203733333333334
Ni01,54.85000000000001,0.08673633333333333
Ni01,54.95,0.08698666666666667
Ni01,55.05,0.08355666666666667
Ni01,55.150000000000006,0.07620533333333333
Ni01,55.25,0.06650933333333334
Ni01,55.35000000000001,0.055274
Ni01,55.45,0.04384266666666667
Ni01,55.55,0.033076
Ni01,55.650000000000006,0.023815
Ni01,55.75,0.016173666666666666
Ni01,55.85000000000001,0.010561666666666667
Ni01,55.95,0.006639333333333333
Ni01,56.05,0.003979666666666667
Ni01,56.150000000000006,0.002275333333333333
Ni01,56.25,0.0012256666666666666
Ni01,56.35000000000001,0.0006136666666666667
Ni01,56.45,0.00029
Ni01,56.55,0.00014266666666666667
Ni01,56.650000000000006,6.333333333333333e-05
Ni01,56.75,2.1e-05
Ni01,56.85000000000001,9.333333333333333e-06
Ni01,56.95,3.6666666666666666e-06
Ni01,57.05,2e-06
Ni01,57.150000000000006,6.666666666666667e-07
Ni01,57.25,3.3333333333333335e-07
Sn01,52.05,3.3333333333333335e-07
Sn01,52.150000000000006,3.3333333333333335e-07
Sn01,52.25,3.3333333333333335e-07
Sn01,52.35000000000001,0.0
Sn01,52.45,3.3333333333333335e-07
Sn01,52.55,6.666666666666667e-07
Sn01,52.650000000000006,3e-06
Sn01,52.75,1e-05
Sn01,52.85000000000001,3.1e-05
Sn01,52.95,6.566666666666667e-05
Sn01,53.05,0.00014133333333333334
Sn01,53.150000000000006,0.0003
Sn01,53.25,0.0005866666666666667
Sn01,53.35000000000001,0.00115
Sn01,53.45,0.0020903333333333334
Sn01,53.55,0.003695
Sn01,53.650000000000006,0.006192666666666667
Sn01,53.75,0.009854
Sn01,53.85000000000001,0.015137666666666667
Sn01,53.95,0.022244666666666666
Sn01,54.05,0.031066333333333335
Sn01,54.150000000000006,0.04137166666666667
Sn01,54.25,0.052511
Sn01,54.35000000000001,0.06361433333333333
Sn01,54.45,0.07368366666666666
Sn01,54.55,0.08135466666666667
Sn01,54.650000000000006,0.08565433333333333
Sn01,54.75,0.08598
Sn01,54.85000000000001,0.08251066666666666
Sn01,54.95,0.07542666666666667
Sn01,55.05,0.06596733333333334
Sn01,55.150000000000006,0.054892
Sn01,55.25,0.043775666666666664
Sn01,55.35000000000001,0.033213
Sn01,55.45,0.024055
Sn01,55.55,0.01653
Sn01,55.650000000000006,0.01086
Sn01,55.75,0.006886333333333334
