name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.909630533333335,0.45704624801842053
Sn01,Sn,37.475,54.6986979,0.4628590835257062
Ta01,Ta,27.334,54.4994086,0.45811420364290534
Cu01,Cu,21.906,54.3380076,0.45949695212145497
AlA1,Al,599.0,51.517330470000005,1.8310243769020607
Ni02,Ni,23.091,48.614904700000004,0.500377813841278
Sn02,Sn,37.211,48.3879043,0.506533099321433
Ta02,Ta,27.396,48.17543066666667,0.5018449573253565
Cu02,Cu,22.235,48.00041133333334,0.5039705125020268
AlB2,Al,415.0,45.83396054444445,1.4490047869252012
Ni03,Ni,22.966,43.60831593333334,0.5439623074436888
Sn03,Sn,37.13,43.363024700000004,0.5509915430596403
Ta03,Ta,27.702,43.132137300000004,0.5464460942752816
Cu03,Cu,22.253,42.941309600000004,0.5490247082610885
AlC5,Al,261.5,41.423151971428574,1.104827208437901
Ni04,Ni,22.982,39.8686385,0.5827772556055043
Sn04,Sn,36.99,39.60671693333333,0.5905987663436113
Ta04,Ta,27.518,39.36130826666667,0.5861570976325337
Cu04,Cu,22.289,39.15744116666667,0.5893930429167272
AlE8E1,Al,136.6,38.25960382,0.8174521054113253
Ni05,Ni,22.942,37.34201663333333,0.6127580565416222
Sn05,Sn,8.004,37.188822933333334,0.6074035066143393
Ta05,Ta,27.197,37.054618133333335,0.6138721415554294
Cu05,Cu,22.311,36.84258523333334,0.6176725976615327
AlE4E3E2,Al,204.89999999999998,35.47606105714286,1.0523343106164489
Ni06,Ni,22.631,34.074731500000006,0.6575266049682578
Sn06,Sn,7.816,33.913078733333336,0.6523116127034141
Ta06,Ta,27.374,33.76983726666667,0.6596247237517169
Cu06,Cu,22.233,33.54235883333334,0.6641135213490528
AlE7E6E5,Al,204.89999999999998,32.066499150000006,1.1259118307173424
Ni07,Ni,22.529,30.5468773,0.7156356978784969
Sn07,Sn,7.917,30.371416600000003,0.7106119446724117
Ta07,Ta,27.539,30.21515836666667,0.7190454347628752
Cu07,Cu,22.258,29.96720446666667,0.7247103511013088
