name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.8908081,0.46087940104513603
Sn01,Sn,37.475,54.63668156666667,0.46893468912725883
Ta01,Ta,27.334,54.396461900000006,0.4617974756482074
Cu01,Cu,21.906,54.201785400000006,0.46360429859975777
AlA1,Al,599.0,50.77913549166667,2.1707122849329146
Ni02,Ni,23.091,47.23371186666667,0.515664461362731
Sn02,Sn,37.211,46.954265899999996,0.5244539116362117
Ta02,Ta,27.396,46.69262983333334,0.5173430396200432
Cu02,Cu,22.235,46.47700783333334,0.5202474157603337
AlB2,Al,415.0,43.78356578181818,1.740234090867722
Ni03,Ni,22.966,40.9946909,0.5750696944346746
Sn03,Sn,37.13,40.68507483333334,0.5854460288816601
Ta03,Ta,27.702,40.3937398,0.5784532794985492
Cu03,Cu,22.253,40.152367100000006,0.5822289585471709
AlC5,Al,261.5,38.21282296666667,1.3255187606590864
Ni04,Ni,22.982,36.2107911,0.6328870400743907
Sn04,Sn,36.99,35.871636233333334,0.6448511275794429
Ta04,Ta,27.518,35.5537531,0.638085342442835
Cu04,Cu,22.289,35.2889309,0.6431825207708851
AlE8E1,Al,136.6,34.10998741666666,0.9668320389335091
Ni05,Ni,22.942,32.8975031,0.6813067435624892
Sn05,Sn,8.004,32.69436816666667,0.6729497324862427
Ta05,Ta,27.197,32.51705453333334,0.6832934724987858
Cu05,Cu,22.311,32.23555016666666,0.6896796495354243
AlE4E3E2,Al,204.89999999999998,30.389044600000005,1.3003905864749477
Ni06,Ni,22.631,28.470410566666672,0.7618138872246591
Sn06,Sn,7.816,28.247268899999998,0.7538122386196645
Ta06,Ta,27.374,28.050413366666668,0.7662854945305951
Cu06,Cu,22.233,27.735823,0.7748208433810145
AlE7E6E5,Al,204.89999999999998,25.637596385714286,1.4667365783782211
Ni07,Ni,22.529,23.430202833333333,0.8865328094278138
Sn07,Sn,7.917,23.1717278,0.8796061406715849
Ta07,Ta,27.539,22.94281936666667,0.8957771719787604
Cu07,Cu,22.258,22.5761227,0.9090923208772821
