name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.91193663333333,0.456921878937015
Sn01,Sn,37.475,54.705312033333335,0.46254054485547413
Ta01,Ta,27.334,54.51008856666667,0.4579704220681494
Cu01,Cu,21.906,54.3519851,0.45929720520739437
AlA1,Al,599.0,51.591085660000005,1.7942703744258734
Ni02,Ni,23.091,48.751812666666666,0.4990815306536153
Sn02,Sn,37.211,48.52988836666667,0.505026942058209
Ta02,Ta,27.396,48.322198300000004,0.5005456310971492
Cu02,Cu,22.235,48.15115246666667,0.5026158027299933
AlB2,Al,415.0,46.0355034888889,1.4183828577523085
Ni03,Ni,22.966,43.863609233333335,0.5413003098417232
Sn03,Sn,37.13,43.62425996666667,0.5480941835280979
Ta03,Ta,27.702,43.39908426666666,0.5437655206359283
Cu03,Cu,22.253,43.212844833333335,0.5462235777804777
AlC5,Al,261.5,41.73397102857143,1.0818348081268885
Ni04,Ni,22.982,40.22042093333334,0.5786455496661684
Sn04,Sn,36.99,39.96559306666667,0.5860886419919166
Ta04,Ta,27.518,39.72676560000001,0.5818892815561852
Cu04,Cu,22.289,39.52846203333334,0.584969742230484
AlE8E1,Al,136.6,38.655532175000005,0.8235193243268613
Ni05,Ni,22.942,37.76449136666667,0.6072574826975233
Sn05,Sn,8.004,37.61568113333334,0.6021417734975012
Ta05,Ta,27.197,37.4854299,0.6082424945578782
Cu05,Cu,22.311,37.279390533333334,0.6119059866927129
AlE4E3E2,Al,204.89999999999998,35.95406582857143,1.027857241565203
Ni06,Ni,22.631,34.59629553333333,0.6496931303264505
Sn06,Sn,7.816,34.439716399999995,0.6446687993880061
Ta06,Ta,27.374,34.30104386666667,0.6516976678969952
Cu06,Cu,22.233,34.0807487,0.6558414296014269
AlE7E6E5,Al,204.89999999999998,32.6547090875,1.095701540450189
Ni07,Ni,22.529,31.188118566666667,0.703960419016542
Sn07,Sn,7.917,31.01890696666667,0.6991781746770982
Ta07,Ta,27.539,30.868209166666666,0.707104313084455
Cu07,Cu,22.258,30.629094433333336,0.7123872078785611
