name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.89018526666668,0.4607450245811258
Sn01,Sn,37.475,54.63388716666667,0.4689283526673404
Ta01,Ta,27.334,54.39160606666667,0.46166791298854154
Cu01,Cu,21.906,54.195271266666666,0.4634845618583884
AlA1,Al,599.0,50.742259600000004,2.1893181780045525
Ni02,Ni,23.091,47.16416203333334,0.5161444889549168
Sn02,Sn,37.211,46.88205016666667,0.5250480201689228
Ta02,Ta,27.396,46.617873800000005,0.5178162228116201
Cu02,Cu,22.235,46.40017366666666,0.5207058765175298
AlB2,Al,415.0,43.679329463636364,1.7567787364737881
Ni03,Ni,22.966,40.86097606666667,0.5763968938967855
Sn03,Sn,37.13,40.547982866666665,0.5869695885135636
Ta03,Ta,27.702,40.25345776666667,0.5798285153241536
Cu03,Cu,22.253,40.00936943333333,0.5836495127377493
AlC5,Al,261.5,38.047106400000004,1.338907728283327
Ni04,Ni,22.982,36.02067016666667,0.6353020259765998
Sn04,Sn,36.99,35.67721623333333,0.6475670312612269
Ta04,Ta,27.518,35.3555224,0.6406158311330121
Cu04,Cu,22.289,35.08742573333333,0.6458315269101756
AlE8E1,Al,136.6,33.89265848333334,0.975928031226193
Ni05,Ni,22.942,32.6635345,0.6848521450963583
Sn05,Sn,8.004,32.45759650000001,0.6763305970611438
Ta05,Ta,27.197,32.27780126666667,0.6869375490089296
Cu05,Cu,22.311,31.992342933333337,0.6934807875229101
AlE4E3E2,Al,204.89999999999998,30.11770150909091,1.317146916715166
Ni06,Ni,22.631,28.168219733333338,0.7680251480153035
Sn06,Sn,7.816,27.941396966666666,0.7598124754289479
Ta06,Ta,27.374,27.741282366666667,0.7726182107197139
Cu06,Cu,22.233,27.4213777,0.7814660798414158
AlE7E6E5,Al,204.89999999999998,25.283500514285716,1.4913777277977447
Ni07,Ni,22.529,23.031047700000002,0.898242506411665
Sn07,Sn,7.917,22.766901566666668,0.8912147853973693
Ta07,Ta,27.539,22.533098533333334,0.9080390559283131
Cu07,Cu,22.258,22.158222933333334,0.9220616772758365
