name,energy,flux
Ni01,52.650000000000006,6.666666666666667e-07
Ni01,52.75,1.3333333333333334e-06
Ni01,52.85000000000001,2.666666666666667e-06
Ni01,52.95,8.333333333333334e-06
Ni01,53.05,2.3333333333333332e-05
Ni01,53.150000000000006,6.366666666666666e-05
Ni01,53.25,0.00012533333333333334
Ni01,53.35000000000001,0.0002736666666666667
Ni01,53.45,0.0005536666666666667
Ni01,53.55,0.0010746666666666667
Ni01,53.650000000000006,0.0019893333333333334
Ni01,53.75,0.0035183333333333334
Ni01,53.85000000000001,0.005973333333333333
Ni01,53.95,0.009703666666666666
Ni01,54.05,0.015025
Ni01,54.150000000000006,0.022059
Ni01,54.25,0.030849666666666668
Ni01,54.35000000000001,0.041162333333333335
Ni01,54.45,0.05259266666666667
Ni01,54.55,0.06405833333333333
Ni01,54.650000000000006,0.07438333333333333
Ni01,54.75,0.082088
Ni01,54.85000000000001,0.086396
Ni01,54.95,0.086863
Ni01,55.05,0.08320733333333333
Ni01,55.150000000000006,0.07599033333333333
Ni01,55.25,0.06610133333333333
Ni01,55.35000000000001,0.05479966666666667
Ni01,55.45,0.043345666666666664
Ni01,55.55,0.032658
Ni01,55.650000000000006,0.023465333333333335
Ni01,55.75,0.016195
Ni01,55.85000000000001,0.010531
Ni01,55.95,0.006576
Ni01,56.05,0.003834
Ni01,56.150000000000006,0.002179
Ni01,56.25,0.0011783333333333333
Ni01,56.35000000000001,0.0006076666666666666
Ni01,56.45,0.00029233333333333336
Ni01,56.55,0.00014
Ni01,56.650000000000006,5.933333333333334e-05
Ni01,56.75,3.066666666666667e-05
Ni01,56.85000000000001,1.1666666666666666e-05
Ni01,56.95,5.333333333333334e-06
Ni01,57.05,1e-06
Ni01,57.150000000000006,1e-06
Ni01,57.25,3.3333333333333335e-07
Ni01,57.35000000000001,3.3333333333333335e-07
Sn01,52.35000000000001,3.3333333333333335e-07
Sn01,52.45,1e-06
Sn01,52.55,1e-06
Sn01,52.650000000000006,5.666666666666667e-06
Sn01,52.75,1.1333333333333334e-05
Sn01,52.85000000000001,3.1e-05
Sn01,52.95,7.5e-05
Sn01,53.05,0.00016366666666666667
Sn01,53.150000000000006,0.0003406666666666667
Sn01,53.25,0.0006453333333333334
Sn01,53.35000000000001,0.0012636666666666666
Sn01,53.45,0.0023093333333333334
Sn01,53.55,0.003992666666666667
Sn01,53.650000000000006,0.006696333333333334
Sn01,53.75,0.010657
Sn01,53.85000000000001,0.016154666666666668
Sn01,53.95,0.023352
Sn01,54.05,0.03234566666666667
Sn01,54.150000000000006,0.042645
Sn01,54.25,0.05375066666666667
Sn01,54.35000000000001,0.06502233333333333
Sn01,54.45,0.07463033333333334
Sn01,54.55,0.08177866666666667
Sn01,54.650000000000006,0.08556833333333333
Sn01,54.75,0.08543466666666667
Sn01,54.85000000000001,0.081791
Sn01,54.95,0.074311
Sn01,55.05,0.06461366666666667
Sn01,55.150000000000006,0.053574333333333335
Sn01,55.25,0.042295
Sn01,55.35000000000001,0.031995666666666665
Sn01,55.45,0.023133333333333332
Sn01,55.55,0.015939666666666668
Sn01,55.650000000000006,0.010419666666666667
Sn01,55.75,0.006582
Sn01,55.85000000000001,0.0038656666666666666
Sn01,55.95,0.00221
Sn01,56.05,0.0011956666666666667
Sn01,56.150000000000006,0.000626
Sn01,56.25,0.0003043333333333333
Sn01,56.35000000000001,0.00014866666666666666
Sn01,56.45,6.466666666666666e-05
Sn01,56.55,3.3e-05
Sn01,56.650000000000006,1.1333333333333334e-05
Sn01,56.75,5e-06
Sn01,56.85000000000001,2.333333333333333e-06
Sn01,56.95,1e-06
Sn01,57.05,3.3333333333333335e-07
Sn01,57.150000000000006,3.3333333333333335e-07
Ta01,52.25,1e-06
Ta01,52.35000000000001,1.3333333333333334e-06
Ta01,52.45,3e-06
Ta01,52.55,1e-05
Ta01,52.650000000000006,2.8333333333333332e-05
Ta01,52.75,6.7e-05
Ta01,52.85000000000001,0.00014233333333333334
Ta01,52.95,0.00030333333333333335
Ta01,53.05,0.000609
Ta01,53.150000000000006,0.001169
Ta01,53.25,0.00212
Ta01,53.35000000000001,0.0037903333333333335
Ta01,53.45,0.0063553333333333335
Ta01,53.55,0.010220333333333333
Ta01,53.650000000000006,0.015803
Ta01,53.75,0.022979
Ta01,53.85000000000001,0.031828333333333333
Ta01,53.95,0.04229366666666667
Ta01,54.05,0.053857666666666665
Ta01,54.150000000000006,0.06515666666666667
Ta01,54.25,0.07512233333333333
Ta01,54.35000000000001,0.082598
Ta01,54.45,0.086418
Ta01,54.55,0.086452
Ta01,54.650000000000006,0.082422
Ta01,54.75,0.074988
Ta01,54.85000000000001,0.064999
Ta01,54.95,0.053552
Ta01,55.05,0.04226166666666667
Ta01,55.150000000000006,0.031701
Ta01,55.25,0.022719666666666666
Ta01,55.35000000000001,0.015586
Ta01,55.45,0.010165333333333334
Ta01,55.55,0.006304333333333334
Ta01,55.650000000000006,0.0036766666666666666
Ta01,55.75,0.002085333333333333
Ta01,55.85000000000001,0.001115
Ta01,55.95,0.0005796666666666667
Ta01,56.05,0.0002826666666666667
Ta01,56.150000000000006,0.00012766666666666666
Ta01,56.25,5.633333333333333e-05
Ta01,56.35000000000001,2.9e-05
Ta01,56.45,1.2333333333333333e-05
Ta01,56.55,5e-06
Ta01,56.650000000000006,6.666666666666667e-07
Ta01,56.75,1e-06
Ta01,56.85000000000001,3.3333333333333335e-07
Ta01,56.95,3.3333333333333335e-07
Cu01,52.05,3.3333333333333335e-07
Cu01,52.150000000000006,1e-06
Cu01,52.25,2.666666666666667e-06
Cu01,52.35000000000001,7.666666666666667e-06
Cu01,52.45,1.8333333333333333e-05
Cu01,52.55,5.266666666666667e-05
Cu01,52.650000000000006,0.00011233333333333333
Cu01,52.75,0.00023766666666666668
Cu01,52.85000000000001,0.00047266666666666665
Cu01,52.95,0.0009326666666666667
Cu01,53.05,0.0017346666666666667
Cu01,53.150000000000006,0.003117
Cu01,53.25,0.0052766666666666665
Cu01,53.35000000000001,0.008677666666666667
Cu01,53.45,0.013540333333333333
Cu01,53.55,0.020134666666666665
Cu01,53.650000000000006,0.028336
Cu01,53.75,0.03826266666666667
Cu01,53.85000000000001,0.04937933333333333
Cu01,53.95,0.060838333333333335
Cu01,54.05,0.071248
Cu01,54.150000000000006,0.07978733333333334
Cu01,54.25,0.08523033333333334
Cu01,54.35000000000001,0.086573
Cu01,54.45,0.084187
Cu01,54.55,0.07810866666666667
Cu01,54.650000000000006,0.06896233333333333
Cu01,54.75,0.058037
Cu01,54.85000000000001,0.046597
Cu01,54.95,0.035674333333333336
Cu01,55.05,0.026119333333333335
Cu01,55.150000000000006,0.018256666666666668
Cu01,55.25,0.012119333333333333
Cu01,55.35000000000001,0.007748666666666667
Cu01,55.45,0.0046173333333333335
Cu01,55.55,0.002657333333333333
Cu01,55.650000000000006,0.0014603333333333332
Cu01,55.75,0.0007726666666666666
Cu01,55.85000000000001,0.00037666666666666664
Cu01,55.95,0.00018433333333333333
Cu01,56.05,7.9e-05
Cu01,56.150000000000006,3.866666666666667e-05
Cu01,56.25,1.7e-05
Cu01,56.35000000000001,7.666666666666667e-06
Cu01,56.45,2.666666666666667e-06
Cu01,56.55,1e-06
Cu01,56.650000000000006,3.3333333333333335e-07
Cu01,56.75,6.666666666666667e-07
Al_degrader_A1,46.35000000000001,2e-07
Al_degrader_A1,46.45,1e-07
Al_degrader_A1,46.55,5e-07
Al_degrader_A1,46.650000000000006,1.5e-06
Al_degrader_A1,46.75,3.1e-06
Al_degrader_A1,46.85000000000001,7.9e-06
Al_degrader_A1,46.95,1.54e-05
Al_degrader_A1,47.05,2.84e-05
Al_degrader_A1,47.150000000000006,5.77e-05
Al_degrader_A1,47.25,0.0001026
Al_degrader_A1,47.35000000000001,0.0001832
Al_degrader_A1,47.45,0.0003108
Al_degrader_A1,47.55,0.0005168
Al_degrader_A1,47.650000000000006,0.000811
Al_degrader_A1,47.75,0.0012335
Al_degrader_A1,47.85000000000001,0.0018854
Al_degrader_A1,47.95,0.0025867
Al_degrader_A1,48.05,0.0034679
Al_degrader_A1,48.150000000000006,0.0046064
Al_degrader_A1,48.25,0.0058249
Al_degrader_A1,48.35000000000001,0.0071642
Al_degrader_A1,48.45,0.0087394
Al_degrader_A1,48.55,0.0098661
Al_degrader_A1,48.650000000000006,0.0110762
Al_degrader_A1,48.75,0.0121399
Al_degrader_A1,48.85000000000001,0.0131061
Al_degrader_A1,48.95,0.0138773
Al_degrader_A1,49.05,0.0144696
Al_degrader_A1,49.150000000000006,0.0151471
Al_degrader_A1,49.25,0.0152153
Al_degrader_A1,49.35000000000001,0.0153735
Al_degrader_A1,49.45,0.0155167
Al_degrader_A1,49.55,0.0156739
Al_degrader_A1,49.650000000000006,0.0157573
Al_degrader_A1,49.75,0.0161376
Al_degrader_A1,49.85000000000001,0.0157891
Al_degrader_A1,49.95,0.0158191
Al_degrader_A1,50.05,0.0158433
Al_degrader_A1,50.150000000000006,0.0158971
Al_degrader_A1,50.25,0.015919
Al_degrader_A1,50.35000000000001,0.0161734
Al_degrader_A1,50.45,0.0159671
