name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.8954322,0.459690202059851
Sn01,Sn,37.475,54.6499043,0.4672658495705024
Ta01,Ta,27.334,54.41788146666667,0.46062820851873826
Cu01,Cu,21.906,54.2299049,0.46230228598034934
AlA1,Al,599.0,50.9286164,2.0959578462644965
Ni02,Ni,23.091,47.513317766666674,0.5120080830328875
Sn02,Sn,37.211,47.24458416666667,0.5202342216886277
Ta02,Ta,27.396,46.9930588,0.513626082939616
Cu02,Cu,22.235,46.78567096666667,0.5163943765544563
AlB2,Al,415.0,44.20080033636364,1.6742030590994836
Ni03,Ni,22.966,41.52857920000001,0.5679261184291727
Sn03,Sn,37.13,41.232433766666674,0.5775570483624501
Ta03,Ta,27.702,40.9537811,0.5711238861077252
Cu03,Cu,22.253,40.72290790000001,0.5746145387279981
AlC5,Al,261.5,38.872618011111115,1.2721824554747732
Ni04,Ni,22.982,36.965836333333336,0.6212826172898737
Sn04,Sn,36.99,36.6431997,0.6323196601297296
Ta04,Ta,27.518,36.340965,0.6259595158168512
Cu04,Cu,22.289,36.0893169,0.63065886555865
AlE8E1,Al,136.6,34.97164131666666,0.9300975495862068
Ni05,Ni,22.942,33.82375053333333,0.665117542619134
Sn05,Sn,8.004,33.63153633333334,0.6573697080130954
Ta05,Ta,27.197,33.4637241,0.6668230143092868
Cu05,Cu,22.311,33.19746376666667,0.6725841168115299
AlE4E3E2,Al,204.89999999999998,31.45879527,1.2428447530667805
Ni06,Ni,22.631,29.658066233333333,0.736154566568606
Sn06,Sn,7.816,29.44914586666667,0.7287198939164363
Ta06,Ta,27.374,29.26463256666667,0.7399439469712636
Cu06,Cu,22.233,28.97010663333333,0.7473592264072203
AlE7E6E5,Al,204.89999999999998,27.020202176923082,1.3787497886635836
Ni07,Ni,22.529,24.980538000000003,0.8412354073361391
Sn07,Sn,7.917,24.742656133333334,0.8344812206529169
Ta07,Ta,27.539,24.531815833333333,0.8485334678624284
Cu07,Cu,22.258,24.194822533333333,0.8594785398749536
