file,name,E_min,E_max,phi_int,<sigma>_Co56,<sigma>_Co58,<sigma>_Zn62,<sigma>_Zn63,<sigma>_Zn65
stack_55MeV_dp_0.840_fluxes.csv,Cu04,38.95,44.35000000000001,0.09999993333333318,0.0001900567933711943,57.18746399004288,12.71192480111521,36.32493797637879,5.925628922641503
stack_55MeV_dp_0.840_fluxes.csv,Cu05,36.95,42.55,0.09999993333333321,0.0,56.95125635734844,13.161652694477837,41.23143231318187,6.240819477490762
stack_55MeV_dp_0.840_fluxes.csv,Cu06,34.150000000000006,40.05,0.09999993333333321,0.0,51.979221328118584,14.672464835545435,47.99431763451382,6.735839224003927
stack_55MeV_dp_0.840_fluxes.csv,Cu07,31.15,37.45,0.0999999333333332,0.0,40.001144726469725,18.320363872495772,52.239038174681305,7.345848271315515
stack_55MeV_dp_0.850_fluxes.csv,Cu01,52.25,56.75,0.09999996666666658,0.986282439824186,31.406607675213092,11.337569573548326,16.505276983659044,4.37651126029542
stack_55MeV_dp_0.850_fluxes.csv,Cu02,46.650000000000006,51.45,0.09999989999999989,0.14277030638141777,41.698561400568884,12.715412953885178,22.309701819190405,4.938132741604964
stack_55MeV_dp_0.850_fluxes.csv,Cu03,42.150000000000006,47.35000000000001,0.09999996666666652,0.03652626967542328,52.88209516160041,12.596929590226528,29.522727399536766,5.480216641183325
stack_55MeV_dp_0.850_fluxes.csv,Cu04,38.85000000000001,44.35000000000001,0.09999996666666652,7.854502618167373e-05,57.27382948124522,12.738678240952936,36.77157448768323,5.953910610192426
stack_55MeV_dp_0.850_fluxes.csv,Cu05,36.85,42.55,0.09999996666666651,0.0,56.763199416579305,13.236653979023263,41.782844774935974,6.277314131326933
stack_55MeV_dp_0.850_fluxes.csv,Cu06,34.05,40.05,0.09999984999999988,0.0,51.206032452648586,14.89238624068723,48.554976196573655,6.786578283672982
stack_55MeV_dp_0.850_fluxes.csv,Cu07,30.950000000000003,37.35,0.0999999666666665,0.0,38.26140573167796,18.912725417050815,52.33589531966307,7.417411299303766
stack_55MeV_dp_0.860_fluxes.csv,Cu01,51.85000000000001,56.55,0.09999993333333324,0.9837291329551854,31.413160250821335,11.340379788368276,16.51094620855509,4.37716302415035
stack_55MeV_dp_0.860_fluxes.csv,Cu02,46.05,51.150000000000006,0.09999989999999988,0.13997247830581191,41.89494457521774,12.71892274208941,22.41155893374153,4.946731098814432
stack_55MeV_dp_0.860_fluxes.csv,Cu03,41.55,46.95,0.09999989999999986,0.034768877268877334,53.16813095561538,12.592369256535928,29.79223869068995,5.498670892004227
stack_55MeV_dp_0.860_fluxes.csv,Cu04,38.150000000000006,43.85000000000001,0.09999983333333323,3.023671706119351e-05,57.33956905600494,12.768500521555316,37.22565078913136,5.982660907282067
stack_55MeV_dp_0.860_fluxes.csv,Cu05,36.05,42.05,0.09999991666666652,0.0,56.54074205491336,13.318271723392865,42.33884304833938,6.31445103526475
stack_55MeV_dp_0.860_fluxes.csv,Cu06,33.150000000000006,39.45,0.09999989999999986,0.0,50.370871923213606,15.130983894074596,49.0951933987001,6.838495098883987
stack_55MeV_dp_0.860_fluxes.csv,Cu07,29.950000000000003,36.75,0.09999991666666648,0.0,36.418899388594454,19.563075121832412,52.34434637851366,7.491097704432613
stack_55MeV_dp_0.870_fluxes.csv,Cu01,52.05,56.650000000000006,0.09999996666666654,0.9814765876825527,31.419365355234074,11.342921572382584,16.516154362143407,4.377749899249966
stack_55MeV_dp_0.870_fluxes.csv,Cu02,46.25,51.25,0.09999996666666656,0.137353866201289,42.090725687142196,12.722000346486224,22.513457221146673,4.955296500376611
stack_55MeV_dp_0.870_fluxes.csv,Cu03,41.650000000000006,47.05,0.09999996666666651,0.033107919369306515,53.446075070043165,12.588369856817733,30.064214723222822,5.51718101829645
stack_55MeV_dp_0.870_fluxes.csv,Cu04,38.150000000000006,43.95,0.09999996666666652,1.0241670080555488e-05,57.382178893709984,12.80144240806868,37.68319307870698,6.011678486323384
stack_55MeV_dp_0.870_fluxes.csv,Cu05,36.150000000000006,42.05,0.09999996666666655,0.0,56.28354018307385,13.406570327987609,42.89398621952745,6.351934111089145
stack_55MeV_dp_0.870_fluxes.csv,Cu06,33.150000000000006,39.45,0.0999999666666665,0.0,49.47440578978233,15.389021428000259,49.606975587963994,6.891302524045284
stack_55MeV_dp_0.870_fluxes.csv,Cu07,29.950000000000003,36.650000000000006,0.09999996666666655,0.0,34.48638588626305,20.27460823469778,52.25611758594556,7.566644271554041
stack_55MeV_dp_0.880_fluxes.csv,Cu01,52.25,56.95,0.09999993333333325,0.9791817161045503,31.42559822653808,11.345495728915136,16.521420509438435,4.378350528900351
stack_55MeV_dp_0.880_fluxes.csv,Cu02,46.45,51.45,0.09999991666666658,0.13484672146949034,42.28747273197671,12.724746440705365,22.6161768000168,4.96389206532672
stack_55MeV_dp_0.880_fluxes.csv,Cu03,41.75,47.150000000000006,0.09999993333333325,0.031503839335892944,53.717340132696194,12.584945248157938,30.339663145245108,5.535830580831498
stack_55MeV_dp_0.880_fluxes.csv,Cu04,38.35000000000001,44.05,0.09999991666666651,3.30333608611345e-06,57.402283773965834,12.83768331565589,38.14611166079419,6.041131055942545
stack_55MeV_dp_0.880_fluxes.csv,Cu05,36.25,42.150000000000006,0.09999989999999988,0.0,55.99102502941691,13.502130478465556,43.44965851021349,6.3899297864575635
stack_55MeV_dp_0.880_fluxes.csv,Cu06,33.25,39.55,0.09999991666666651,0.0,48.51354250715716,15.668319894431296,50.088866261267384,6.945160008883342
stack_55MeV_dp_0.880_fluxes.csv,Cu07,29.950000000000003,36.75,0.09999994999999985,0.0,32.46569214855345,21.054186310603562,52.06836369798872,7.644400194640574
stack_55MeV_dp_0.890_fluxes.csv,Cu01,52.05,56.650000000000006,0.0999999499999999,0.9769517445821746,31.43179386380895,11.348015368822498,16.526604272305057,4.37892882071441
stack_55MeV_dp_0.890_fluxes.csv,Cu02,46.150000000000006,51.150000000000006,0.09999996666666656,0.13245497123499064,42.48505792150772,12.72714969853601,22.71968300650404,4.972523912716303
stack_55MeV_dp_0.890_fluxes.csv,Cu03,41.45,46.75,0.09999994999999987,0.029908729954365044,53.98119143983253,12.582179995117778,30.618570327858517,5.554604088413156
stack_55MeV_dp_0.890_fluxes.csv,Cu04,37.85,43.55,0.09999994999999988,8.400004200002207e-07,57.398943418074495,12.877355240991768,38.61325772076834,6.070965514371645
stack_55MeV_dp_0.890_fluxes.csv,Cu05,35.75,41.650000000000006,0.0999999499999999,0.0,55.66281180956116,13.605266483075432,44.00366535074189,6.42836210370883
stack_55MeV_dp_0.890_fluxes.csv,Cu06,32.650000000000006,38.95,0.09999994999999981,0.0,47.48607260997125,15.970627593006062,50.536020002523145,7.00003840619976
stack_55MeV_dp_0.890_fluxes.csv,Cu07,29.35,36.150000000000006,0.09999996666666654,0.0,30.36653715295769,21.908315693672364,51.775883842813066,7.72441550518612
stack_55MeV_dp_0.900_fluxes.csv,Cu01,52.05,56.55,0.09999993333333321,0.9742963624438481,31.439019618724984,11.350994140728897,16.53269588756759,4.379622448706631
stack_55MeV_dp_0.900_fluxes.csv,Cu02,46.05,50.95,0.09999994999999987,0.130122617561309,42.686885523002125,12.72927623311034,22.825770343313827,4.981331560943558
stack_55MeV_dp_0.900_fluxes.csv,Cu03,41.35000000000001,46.55,0.09999993333333318,0.0282534205022804,54.24064859494731,12.580102278957076,30.90428665998819,5.573744667357556
stack_55MeV_dp_0.900_fluxes.csv,Cu04,37.75,43.35000000000001,0.09999996666666652,2.0333340111113714e-07,57.37178322045292,12.920956137336866,39.08865620844386,6.101463818821273
stack_55MeV_dp_0.900_fluxes.csv,Cu05,35.55,41.35000000000001,0.09999994999999995,0.0,55.29495920323928,13.717422453353839,44.560338180612824,6.467638202457989
stack_55MeV_dp_0.900_fluxes.csv,Cu06,32.45,38.650000000000006,0.09999996666666651,0.0,46.38333041447197,16.299673542492926,50.94726187283328,7.056334763722699
stack_55MeV_dp_0.900_fluxes.csv,Cu07,29.05,35.75,0.09999996666666655,0.0,28.18993447220497,22.848275523252664,51.37391915524713,7.807206930128499
stack_55MeV_dp_0.910_fluxes.csv,Cu01,52.150000000000006,56.650000000000006,0.09999991666666658,0.9717757667257179,31.44584772639776,11.353820325577784,16.53846989759199,4.38028067315056
stack_55MeV_dp_0.910_fluxes.csv,Cu02,46.05,50.95,0.09999991666666658,0.12788114823429036,42.8883667642308,12.731079195899332,22.93207255296781,4.990120890656296
stack_55MeV_dp_0.910_fluxes.csv,Cu03,41.150000000000006,46.45,0.09999993333333321,0.02649884266589518,54.49143950593371,12.578832282138187,31.192817784806806,5.59298782942244
stack_55MeV_dp_0.910_fluxes.csv,Cu04,37.55,43.150000000000006,0.09999991666666654,6.333338611115678e-08,57.32024834453178,12.968246209747639,39.56707392684243,6.132297714692539
stack_55MeV_dp_0.910_fluxes.csv,Cu05,35.35,41.25,0.09999994999999999,0.0,54.89085411505239,13.837790416078594,45.11137642677168,6.507310208655104
stack_55MeV_dp_0.910_fluxes.csv,Cu06,32.150000000000006,38.45,0.09999994999999987,0.0,45.212025655749194,16.65493786311707,51.314259749330866,7.113623065172643
stack_55MeV_dp_0.910_fluxes.csv,Cu07,28.75,35.45,0.09999991666666655,0.0,25.96639496166605,23.876086863121845,50.861449605441315,7.892369580462746
stack_55MeV_dp_0.920_fluxes.csv,Cu01,52.150000000000006,56.650000000000006,0.09999996666666652,0.969713746524713,31.451574183001526,11.356148861084012,16.54325794126019,4.380821352357117
stack_55MeV_dp_0.920_fluxes.csv,Cu02,46.05,50.95,0.09999996666666656,0.12574587483195845,43.08699063926463,12.732534016539118,23.037307602183464,4.998785252095083
stack_55MeV_dp_0.920_fluxes.csv,Cu03,41.150000000000006,46.35000000000001,0.09999993333333322,0.024608904739269907,54.73132970511896,12.578452639246208,31.48196305510737,5.612181640968315
stack_55MeV_dp_0.920_fluxes.csv,Cu04,37.45,43.05,0.09999994999999987,6.666670000001297e-09,57.243960284864386,13.019210722392266,40.045811994333015,6.163309910821621
stack_55MeV_dp_0.920_fluxes.csv,Cu05,35.25,41.05,0.09999994999999996,0.0,54.45056935810848,13.96661732297078,45.65453693374836,6.547363070987091
stack_55MeV_dp_0.920_fluxes.csv,Cu06,32.05,38.25,0.09999994999999988,0.0,43.974066058248674,17.0374927723187,51.63141556240517,7.171796396842642
stack_55MeV_dp_0.920_fluxes.csv,Cu07,28.55,35.25,0.09999996666666651,0.0,23.72462836208979,24.995206039032215,50.23959366287337,7.979730510410168
stack_55MeV_dp_0.930_fluxes.csv,Cu01,52.150000000000006,56.75,0.09999993333333326,0.9670965512217761,31.458673339782752,11.35908115731072,16.54925068660129,4.381503612252407
stack_55MeV_dp_0.930_fluxes.csv,Cu02,45.95,50.95,0.0999999333333332,0.1236222824148551,43.29066382500098,12.733735660684887,23.145638956907746,5.007665430526953
stack_55MeV_dp_0.930_fluxes.csv,Cu03,40.95,46.45,0.09999994999999991,0.0225103645885157,54.96614525380071,12.5789753151821,31.77863029731623,5.6318000072194465
stack_55MeV_dp_0.930_fluxes.csv,Cu04,37.25,43.05,0.09999994999999985,3.3333350000006494e-09,57.141822023455546,13.07475144980998,40.532276692964004,6.194975930265742
stack_55MeV_dp_0.930_fluxes.csv,Cu05,34.95,41.05,0.09999994999999996,0.0,53.96722065422105,14.106221890339292,46.19622294432927,6.588430696465348
stack_55MeV_dp_0.930_fluxes.csv,Cu06,31.65,38.150000000000006,0.09999996666666651,0.0,42.65198454022394,17.45453979356472,51.89886524627584,7.231655020871118
stack_55MeV_dp_0.930_fluxes.csv,Cu07,28.15,35.150000000000006,0.09999994999999985,0.0,21.45981672605214,26.22714159705124,49.501150593634534,8.07061489790798
stack_55MeV_dp_0.940_fluxes.csv,Cu01,51.75,56.650000000000006,0.09999996666666658,0.9647177388381531,31.465171171204123,11.361755205650546,16.55472390169095,4.382123928624643
stack_55MeV_dp_0.940_fluxes.csv,Cu02,45.45,50.75,0.0999999333333332,0.12154860144906778,43.4935796860903,12.734641275871963,23.25406854194513,5.01651593087173
stack_55MeV_dp_0.940_fluxes.csv,Cu03,40.35000000000001,46.150000000000006,0.09999996666666652,0.020222566740855662,55.19086494822566,12.580484393147575,32.07739202789511,5.651490255982863
stack_55MeV_dp_0.940_fluxes.csv,Cu04,36.55,42.75,0.09999996666666652,0.0,57.01405783865725,13.134509334563846,41.020032287077484,6.226915941471979
stack_55MeV_dp_0.940_fluxes.csv,Cu05,34.150000000000006,40.650000000000006,0.09999996666666662,0.0,53.44551294342642,14.255582455479779,46.72771765456443,6.630045720043016
stack_55MeV_dp_0.940_fluxes.csv,Cu06,30.75,37.75,0.09999996666666647,0.0,41.257680973706194,17.90483063589378,52.10810958919048,7.292583660105269
stack_55MeV_dp_0.940_fluxes.csv,Cu07,27.15,34.650000000000006,0.09999996666666652,0.0,19.220532917417636,27.570016198889086,48.65397933392425,8.16450323230663
stack_55MeV_dp_0.950_fluxes.csv,Cu01,52.150000000000006,56.95,0.09999994999999988,0.9622662117109086,31.471993778749983,11.364523541732671,16.560426382857738,4.382769208884604
stack_55MeV_dp_0.950_fluxes.csv,Cu02,45.75,51.05,0.09999996666666651,0.11949906566635536,43.697979163315075,12.7352552716962,23.363816743008158,5.025433883547406
stack_55MeV_dp_0.950_fluxes.csv,Cu03,40.650000000000006,46.35000000000001,0.09999996666666652,0.01774640758213594,55.40711543357168,12.583034138261379,32.38088620203333,5.671424947766648
stack_55MeV_dp_0.950_fluxes.csv,Cu04,36.85,42.95,0.09999996666666652,0.0,56.85930237458667,13.199117304829489,41.51165728733213,6.259325557830739
stack_55MeV_dp_0.950_fluxes.csv,Cu05,34.45,40.85000000000001,0.09999996666666656,0.0,52.88070395385506,14.416396738295644,47.25088601384782,6.672501285889317
stack_55MeV_dp_0.950_fluxes.csv,Cu06,31.15,37.95,0.09999996666666651,0.0,39.78349777720781,18.393501019313337,52.255388758299745,7.354901167967056
stack_55MeV_dp_0.950_fluxes.csv,Cu07,27.450000000000003,34.85,0.09999996666666652,0.0,17.025451888194183,29.038258258323804,47.69790372118129,8.262113422321537
stack_55MeV_dp_0.960_fluxes.csv,Cu01,52.05,56.45,0.09999991666666655,0.9601903880151993,31.477799387410776,11.366871998755768,16.565265433062972,4.383312275260229
stack_55MeV_dp_0.960_fluxes.csv,Cu02,45.650000000000006,50.45,0.09999991666666654,0.11749757978964993,43.8995707243398,12.73558828368468,23.472614035419028,5.034237650614708
stack_55MeV_dp_0.960_fluxes.csv,Cu03,40.45,45.650000000000006,0.09999991666666655,0.015205222671018965,55.612211351558614,12.586602934002444,32.68525685129162,5.691360724120047
stack_55MeV_dp_0.960_fluxes.csv,Cu04,36.55,42.150000000000006,0.09999991666666654,0.0,56.67905916419015,13.268129583414742,42.00169621789936,6.291894480189844
stack_55MeV_dp_0.960_fluxes.csv,Cu05,34.150000000000006,40.05,0.09999991666666656,0.0,52.27739370061051,14.587764698513073,47.75921982792293,6.7154012414732565
stack_55MeV_dp_0.960_fluxes.csv,Cu06,30.75,37.05,0.09999993333333318,0.0,38.2407513804463,18.919959852241682,52.335910851885636,7.418228862640671
stack_55MeV_dp_0.960_fluxes.csv,Cu07,26.950000000000003,33.75,0.09999991666666652,0.0,14.91577290920614,30.630526161558258,46.64513219529553,8.363117097860808
stack_55MeV_dp_0.970_fluxes.csv,Cu01,52.150000000000006,56.45,0.09999986666666653,0.9575236481276119,31.485202125827694,11.369886760576529,16.571462247874415,4.384013668268223
stack_55MeV_dp_0.970_fluxes.csv,Cu02,45.650000000000006,50.45,0.09999996666666658,0.11545761869420634,44.106748552380935,12.73566601716645,23.585006812838646,5.04329198116677
stack_55MeV_dp_0.970_fluxes.csv,Cu03,40.45,45.55,0.09999986666666655,0.012623323497764728,55.81083402607294,12.59132354038972,32.99801170762239,5.711786590854342
stack_55MeV_dp_0.970_fluxes.csv,Cu04,36.55,42.05,0.09999996666666654,0.0,56.46945917568588,13.343167776950343,42.49889713009127,6.325227075631246
stack_55MeV_dp_0.970_fluxes.csv,Cu05,34.150000000000006,39.85000000000001,0.09999989999999986,0.0,51.624091013471514,14.773394437247862,48.259187422956984,6.759481483203706
stack_55MeV_dp_0.970_fluxes.csv,Cu06,30.65,36.85,0.09999996666666654,0.0,36.607380134988674,19.49573094946114,52.34656893907825,7.483624523791507
stack_55MeV_dp_0.970_fluxes.csv,Cu07,26.85,33.55,0.09999993333333318,0.0,12.892700732004721,32.37485634705435,45.48923317174647,8.469012039580779
stack_55MeV_dp_0.980_fluxes.csv,Cu01,51.85000000000001,56.55,0.09999993333333321,0.9553098100126979,31.49152108110541,11.372407227226516,16.57668261913152,4.384600591192061
stack_55MeV_dp_0.980_fluxes.csv,Cu02,45.35000000000001,50.45,0.09999994999999987,0.11345020151676755,44.311217219160746,12.735466876900105,23.696579069908513,5.05223503056196
stack_55MeV_dp_0.980_fluxes.csv,Cu03,39.95,45.55,0.09999993333333321,0.01014905009936679,55.99690115213987,12.597135942896184,33.31058428646416,5.732146619486634
stack_55MeV_dp_0.980_fluxes.csv,Cu04,35.95,41.95,0.09999993333333324,0.0,56.23369559044602,13.42309051066619,42.99245156663788,6.3586492844884095
stack_55MeV_dp_0.980_fluxes.csv,Cu05,33.45,39.75,0.0999999333333332,0.0,50.92971183280674,14.971190238018218,48.73994856788005,6.804023726515817
stack_55MeV_dp_0.980_fluxes.csv,Cu06,29.950000000000003,36.650000000000006,0.0999999333333332,0.0,34.909779799725676,20.116361718771294,52.2823734909669,7.550203438105864
stack_55MeV_dp_0.980_fluxes.csv,Cu07,25.950000000000003,33.35,0.09999993333333315,0.0,11.009081963539074,34.25502871152369,44.253035437323106,8.578724008630747
stack_55MeV_dp_0.990_fluxes.csv,Cu01,52.05,56.55,0.09999996666666655,0.9525904383958279,31.499380625155645,11.37551977471691,16.583148637277898,4.385324555316519
stack_55MeV_dp_0.990_fluxes.csv,Cu02,45.45,50.35000000000001,0.09999996666666656,0.11139631088210376,44.52038633199121,12.7349825673553,23.81141463503569,5.061397442201924
stack_55MeV_dp_0.990_fluxes.csv,Cu03,40.05,45.45,0.0999999666666665,0.00786205762068592,56.175356109752656,12.60425736533579,33.63177190585696,5.7530110781564705
stack_55MeV_dp_0.990_fluxes.csv,Cu04,36.05,41.75,0.0999999333333332,0.0,55.96670132367334,13.509814605022667,43.49151711947368,6.392824380882921
stack_55MeV_dp_0.990_fluxes.csv,Cu05,33.55,39.55,0.09999996666666652,0.0,50.18253559015032,15.185072178141626,49.20629020117924,6.849733060605465
stack_55MeV_dp_0.990_fluxes.csv,Cu06,29.950000000000003,36.45,0.09999996666666651,0.0,33.1275495194248,20.79509748918472,52.13888402545723,7.619022693561134
stack_55MeV_dp_0.990_fluxes.csv,Cu07,25.950000000000003,33.05,0.09999996666666644,0.0,9.262582484343593,36.296958147139975,42.93168619312122,8.694073420607854
stack_55MeV_dp_1.000_fluxes.csv,Cu01,52.150000000000006,56.75,0.09999994999999988,0.9505483703741143,31.505045699568047,11.377827358880612,16.587881462151177,4.38586770772552
stack_55MeV_dp_1.000_fluxes.csv,Cu02,45.45,50.45,0.09999994999999985,0.10939565448949405,44.72355811804191,12.734283540197328,23.92358080100449,5.070302805151402
stack_55MeV_dp_1.000_fluxes.csv,Cu03,40.05,45.45,0.0999999499999999,0.0058528062597365035,56.34045522943603,12.612432905355341,33.95063371439758,5.773671268293966
stack_55MeV_dp_1.000_fluxes.csv,Cu04,35.95,41.85000000000001,0.09999994999999991,0.0,55.67571409470277,13.6012491307508,43.98267854057599,6.426897483337631
stack_55MeV_dp_1.000_fluxes.csv,Cu05,33.45,39.55,0.09999994999999984,0.0,49.39784242955473,15.411210366506898,49.64679766205847,6.895651826353693
stack_55MeV_dp_1.000_fluxes.csv,Cu06,29.75,36.35,0.0999999499999998,0.0,31.301680368893635,21.522120624726742,51.91751673767804,7.688820754172283
stack_55MeV_dp_1.000_fluxes.csv,Cu07,25.65,32.95,0.0999999666666665,0.0,7.694782276637236,38.462350050361145,41.560377194485866,8.813627113577125
stack_55MeV_dp_1.010_fluxes.csv,Cu01,52.150000000000006,56.45,0.09999989999999988,0.9481632207983832,31.512110391750753,11.380579068839651,16.593635751312053,4.386503960253961
stack_55MeV_dp_1.010_fluxes.csv,Cu02,45.35000000000001,50.150000000000006,0.09999996666666652,0.10733446931982327,44.93151511838064,12.73327811755104,24.039214923639424,5.079441218772072
stack_55MeV_dp_1.010_fluxes.csv,Cu03,39.85000000000001,45.05,0.09999994999999984,0.0041955470977735766,56.49585015724992,12.622072318030213,34.27666973203003,5.794738892786115
stack_55MeV_dp_1.010_fluxes.csv,Cu04,35.75,41.35000000000001,0.0999999166666666,0.0,55.352318103252614,13.70007242399386,44.476195174002825,6.461663416552846
stack_55MeV_dp_1.010_fluxes.csv,Cu05,33.150000000000006,39.05,0.09999994999999985,0.0,48.55672991978563,15.655792201588863,50.06696186140068,6.942733584089015
stack_55MeV_dp_1.010_fluxes.csv,Cu06,29.450000000000003,35.85,0.0999999499999999,0.0,29.40506691660313,22.316894403727378,51.60947361201956,7.7609743237252555
stack_55MeV_dp_1.010_fluxes.csv,Cu07,25.35,32.35,0.0999999166666665,0.0,6.293107485190061,40.78239254775026,40.1300241524137,8.940090618801099
stack_55MeV_dp_1.020_fluxes.csv,Cu01,52.150000000000006,56.95,0.09999989999999986,0.9458548372063295,31.5185924994248,11.383196061139184,16.599028861924033,4.387110368360369
stack_55MeV_dp_1.020_fluxes.csv,Cu02,45.25,50.55,0.09999994999999982,0.10528184472425586,45.138282316406354,12.732056021166903,24.154853412853264,5.0885487701077174
stack_55MeV_dp_1.020_fluxes.csv,Cu03,39.75,45.55,0.09999994999999982,0.0028724747695707312,56.639998920718256,12.63299491891016,34.605175976832044,5.815903516562869
stack_55MeV_dp_1.020_fluxes.csv,Cu04,35.45,41.75,0.09999996666666659,0.0,55.00090213728438,13.805221185299324,44.965963428476535,6.496760095531142
stack_55MeV_dp_1.020_fluxes.csv,Cu05,32.85,39.55,0.0999999666666665,0.0,47.66830749846671,15.91677304091924,50.46064483419564,6.990468215725517
stack_55MeV_dp_1.020_fluxes.csv,Cu06,29.05,36.25,0.09999996666666656,0.0,27.46671639667348,23.175154399144827,51.217755457901646,7.834820854618857
