name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.90656873333334,0.4582220186864248
Sn01,Sn,37.475,54.6891256,0.4643458632937019
Ta01,Ta,27.334,54.483689633333334,0.4592589958536819
Cu01,Cu,21.906,54.31732326666666,0.4607065346819624
AlA1,Al,599.0,51.407253554545456,1.870406708942081
Ni02,Ni,23.091,48.409469066666674,0.5032519416519545
Sn02,Sn,37.211,48.1746509,0.5097663090042894
Ta02,Ta,27.396,47.95484566666667,0.5047167649760496
Cu02,Cu,22.235,47.773972766666674,0.506925664956588
AlB2,Al,415.0,45.530678611111114,1.495850038732442
Ni03,Ni,22.966,43.223847,0.5490019313180965
Sn03,Sn,37.13,42.9692804,0.5565012304651027
Ta03,Ta,27.702,42.72974066666667,0.551596675793303
Cu03,Cu,22.253,42.53156280000001,0.5543076970325176
AlC5,Al,261.5,40.95374927142857,1.1406392763174695
Ni04,Ni,22.982,39.336393766666674,0.5903384230657973
Sn04,Sn,36.99,39.063794400000006,0.5986638855501253
Ta04,Ta,27.518,38.808252333333336,0.5939006698608973
Cu04,Cu,22.289,38.5959845,0.5973609872540085
AlE8E1,Al,136.6,37.65957962,0.8404237079477569
Ni05,Ni,22.942,36.701795833333335,0.6224988902126432
Sn05,Sn,8.004,36.54179463333334,0.6167848371119372
Ta05,Ta,27.197,36.401828933333334,0.6236493365689265
Cu05,Cu,22.311,36.180299733333335,0.6277939732321389
AlE4E3E2,Al,204.89999999999998,34.750071325,1.0784784269575096
Ni06,Ni,22.631,33.280930233333336,0.6713004027005686
Sn06,Sn,7.816,33.1113247,0.6656859553647726
Ta06,Ta,27.374,32.961185533333335,0.6736055600354821
Cu06,Cu,22.233,32.722379200000006,0.6785136683030245
AlE7E6E5,Al,204.89999999999998,31.168874344444447,1.1638402745554683
Ni07,Ni,22.529,29.5653457,0.7358243265151744
Sn07,Sn,7.917,29.379968,0.7304555740376458
Ta07,Ta,27.539,29.214985633333335,0.739671515467237
Cu07,Cu,22.258,28.9529627,0.7460530403901433
