name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.8984231,0.4590134929604176
Sn01,Sn,37.475,54.661522133333335,0.4661008193264438
Ta01,Ta,27.334,54.437681233333336,0.45992107799905435
Cu01,Cu,21.906,54.25632256666667,0.4615593517097726
AlA1,Al,599.0,51.075988925000004,2.0218410871309045
Ni02,Ni,23.091,47.78993836666667,0.5090009072041675
Sn02,Sn,37.211,47.5317378,0.5166854994912218
Ta02,Ta,27.396,47.29006653333334,0.5105713853843706
Cu02,Cu,22.235,47.09091583333334,0.5131325149666236
AlB2,Al,415.0,44.612721480000005,1.6229473478664085
Ni03,Ni,22.966,42.055328333333335,0.5616049164646106
Sn03,Sn,37.13,41.77226366666667,0.570548492662884
Ta03,Ta,27.702,41.50589646666667,0.5645184600000684
Cu03,Cu,22.253,41.28533736666667,0.5678482489630472
AlC5,Al,261.5,39.521391637499995,1.2346229476423438
Ni04,Ni,22.982,37.70698706666667,0.6108898707891051
Sn04,Sn,36.99,37.40030393333333,0.6210193670822158
Ta04,Ta,27.518,37.1130233,0.6152781162399462
Cu04,Cu,22.289,36.87394186666667,0.6194301577690975
AlE8E1,Al,136.6,35.81478821666667,0.8959861635731248
Ni05,Ni,22.942,34.7282816,0.6506621738158546
Sn05,Sn,8.004,34.54655286666667,0.6436163535873801
Ta05,Ta,27.197,34.38776436666667,0.6521909351896872
Cu05,Cu,22.311,34.1360747,0.6573815401676893
AlE4E3E2,Al,204.89999999999998,32.49838837777778,1.1912817636695319
Ni06,Ni,22.631,30.80727866666667,0.7137582651091022
Sn06,Sn,7.816,30.611395066666663,0.7069151710936248
Ta06,Ta,27.374,30.438285,0.7169337710753577
Cu06,Cu,22.233,30.162338666666667,0.7234828751520123
AlE7E6E5,Al,204.89999999999998,28.3463811,1.308220945656237
Ni07,Ni,22.529,26.4562126,0.8033538014274325
Sn07,Sn,7.917,26.236509533333333,0.7969589286630662
Ta07,Ta,27.539,26.041493533333337,0.8092382550016912
Cu07,Cu,22.258,25.730517400000004,0.818378259097776
