name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.905830566666666,0.45787002285111317
Sn01,Sn,37.475,54.68622876666667,0.46412714471986255
Ta01,Ta,27.334,54.478759333333336,0.4589536077639607
Cu01,Cu,21.906,54.3107175,0.46035939785536045
AlA1,Al,599.0,51.37072760909091,1.8885755199099645
Ni02,Ni,23.091,48.341235233333336,0.5033592178540215
Sn02,Sn,37.211,48.10377446666667,0.5100430374664955
Ta02,Ta,27.396,47.88161053333333,0.5049036154050086
Cu02,Cu,22.235,47.698606866666665,0.507187466176149
AlB2,Al,415.0,45.429559188888895,1.511309812681631
Ni03,Ni,22.966,43.0954086,0.5498230312679768
Sn03,Sn,37.13,42.83773910000001,0.5574926549571663
Ta03,Ta,27.702,42.59528266666667,0.5525346867840566
Cu03,Cu,22.253,42.394689966666675,0.5553094184440469
AlC5,Al,261.5,40.79667827142857,1.1524244383556337
Ni04,Ni,22.982,39.15821716666667,0.5919618131028153
Sn04,Sn,36.99,38.881917166666675,0.6004793733387567
Ta04,Ta,27.518,38.62309026666667,0.5956472218676052
Cu04,Cu,22.289,38.40787340000001,0.5991946063167686
AlE8E1,Al,136.6,37.45825176,0.8475220589795307
Ni05,Ni,22.942,36.486884333333336,0.6249148682990526
Sn05,Sn,8.004,36.324557500000004,0.6190178531569855
Ta05,Ta,27.197,36.182567666666664,0.6261357151245691
Cu05,Cu,22.311,35.95781983333333,0.6303077556823378
AlE4E3E2,Al,204.89999999999998,34.505790525,1.0910226314427325
Ni06,Ni,22.631,33.013468966666665,0.674982755535477
Sn06,Sn,7.816,32.841161666666665,0.6692630005191449
Ta06,Ta,27.374,32.6886412,0.6774201879158115
Cu06,Cu,22.233,32.44596070000001,0.6824486848026329
AlE7E6E5,Al,204.89999999999998,30.865536088888888,1.179830244356192
Ni07,Ni,22.529,29.232986833333335,0.7417829571332207
Sn07,Sn,7.917,29.044185133333333,0.736285271249522
Ta07,Ta,27.539,28.8761961,0.7457830701203422
Cu07,Cu,22.258,28.609253866666666,0.7523983824754779
