name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.92004036666667,0.455299824698552
Sn01,Sn,37.475,54.73495056666667,0.4599171496653996
Ta01,Ta,27.334,54.5602187,0.4563614957870314
Cu01,Cu,21.906,54.418702700000004,0.4575687879208728
AlA1,Al,599.0,51.95467475555556,1.62915278254764
Ni02,Ni,23.091,49.428326266666666,0.492214603552213
Sn02,Sn,37.211,49.231509366666664,0.496957697541349
Ta02,Ta,27.396,49.04742290000001,0.49341768839620725
Cu02,Cu,22.235,48.89589533333334,0.4950755481522211
AlB2,Al,415.0,47.02878365,1.2846753087814358
Ni03,Ni,22.966,45.118640066666664,0.5276766761771159
Sn03,Sn,37.13,44.9087809,0.5331140238840625
Ta03,Ta,27.702,44.711309166666666,0.5297887026126286
Cu03,Cu,22.253,44.54812476666667,0.5318749227966529
AlC5,Al,261.5,43.25785393333334,0.9887604575415939
Ni04,Ni,22.982,41.9416432,0.5581700731501346
Sn04,Sn,36.99,41.7203983,0.5640833472904898
Ta04,Ta,27.518,41.51309846666666,0.5608598192397534
Cu04,Cu,22.289,41.341163,0.5632597986403195
AlE8E1,Al,136.6,40.58763625,0.753214851610042
Ni05,Ni,22.942,39.819923800000005,0.5807903886316417
Sn05,Sn,8.004,39.69181896666667,0.5768356531054568
Ta05,Ta,27.197,39.57953013333333,0.5816199199007163
Cu05,Cu,22.311,39.40237243333333,0.5844200928214329
AlE4E3E2,Al,204.89999999999998,38.2694622,0.928484262712349
Ni06,Ni,22.631,37.113574533333335,0.613113011913885
Sn06,Sn,7.816,36.98061273333334,0.6092139147222392
Ta06,Ta,27.374,36.8625715,0.6144105310955237
Cu06,Cu,22.233,36.6756119,0.6175698561661318
AlE7E6E5,Al,204.89999999999998,35.47498096666667,0.9851011782067864
Ni07,Ni,22.529,34.247595833333335,0.6523606952057316
Sn07,Sn,7.917,34.10634763333333,0.6486057206688812
Ta07,Ta,27.539,33.98031986666666,0.6544975775498707
Cu07,Cu,22.258,33.7809697,0.6582293225124838
