name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.921735700000006,0.45569798406273787
Sn01,Sn,37.475,54.7409966,0.460152400973605
Ta01,Ta,27.334,54.57031446666667,0.4567806429539043
Cu01,Cu,21.906,54.432118566666674,0.457927160520039
AlA1,Al,599.0,52.02728292222223,1.5930113795853278
Ni02,Ni,23.091,49.56290726666666,0.49168988444668615
Sn02,Sn,37.211,49.371116,0.49619868454481014
Ta02,Ta,27.396,49.19152233333334,0.4927812251238429
Cu02,Cu,22.235,49.043805366666675,0.49436596752931816
AlB2,Al,415.0,47.22517097142858,1.2750273585513705
Ni03,Ni,22.966,45.366368733333346,0.5258622613407389
Sn03,Sn,37.13,45.16226003333334,0.5310444691825085
Ta03,Ta,27.702,44.970191166666666,0.5279300207306257
Cu03,Cu,22.253,44.811523300000005,0.5298352387523659
AlC5,Al,261.5,43.557695216666666,0.9678197638543654
Ni04,Ni,22.982,42.27928676666667,0.5551507500654325
Sn04,Sn,36.99,42.064552500000005,0.5607509263571633
Ta04,Ta,27.518,41.863282266666666,0.5577026340791859
Cu04,Cu,22.289,41.69634356666667,0.5599724848852953
AlE8E1,Al,136.6,40.96556205,0.7408285682935004
Ni05,Ni,22.942,40.22118130000001,0.5767133018496365
Sn05,Sn,8.004,40.09705073333333,0.5730154696801785
Ta05,Ta,27.197,39.98819,0.5775206292707935
Cu05,Cu,22.311,39.81646093333333,0.5802305785982519
AlE4E3E2,Al,204.89999999999998,38.71931912,0.926597442043969
Ni06,Ni,22.631,37.601213066666666,0.6073272992952504
Sn06,Sn,7.816,37.47264636666667,0.603748738088508
Ta06,Ta,27.374,37.35845056666667,0.6087509490120016
Cu06,Cu,22.233,37.17760736666666,0.6116582188110169
AlE7E6E5,Al,204.89999999999998,36.018392266666666,0.9605910547818266
Ni07,Ni,22.529,34.834275166666664,0.6442933852549672
Sn07,Sn,7.917,34.69802823333334,0.6407993488367053
Ta07,Ta,27.539,34.576379333333335,0.6462806027102744
Cu07,Cu,22.258,34.384134966666664,0.6497210381263631
