name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.91887713333333,0.4561309028160471
Sn01,Sn,37.475,54.729521533333326,0.4609285473219418
Ta01,Ta,27.334,54.55067353333334,0.4572302990319527
Cu01,Cu,21.906,54.40582666666667,0.458446634432212
AlA1,Al,599.0,51.88255146666667,1.6658060384010511
Ni02,Ni,23.091,49.294087233333336,0.49413204630983565
Sn02,Sn,37.211,49.092329033333336,0.49910721253427326
Ta02,Ta,27.396,48.90354066666667,0.49547296967600113
Cu02,Cu,22.235,48.748208966666674,0.49724477091227304
AlB2,Al,415.0,46.831948000000004,1.3146243799260684
Ni03,Ni,22.966,44.870188500000005,0.5310754445472727
Sn03,Sn,37.13,44.65465336666667,0.5367134830105652
Ta03,Ta,27.702,44.45175440000001,0.5332604198831686
Cu03,Cu,22.253,44.28411096666667,0.5353140996521565
AlC5,Al,261.5,42.95701165,1.0109500490945522
Ni04,Ni,22.982,41.60243896666667,0.5628123234628031
Sn04,Sn,36.99,41.37464276666667,0.5690113801302035
Ta04,Ta,27.518,41.16122083333334,0.5656155669409852
Cu04,Cu,22.289,40.984137566666675,0.5681633009461972
AlE8E1,Al,136.6,40.207586524999996,0.7671052956657413
Ni05,Ni,22.942,39.416207500000006,0.5864985452756185
Sn05,Sn,8.004,39.28404570000001,0.5824054890236212
Ta05,Ta,27.197,39.16826340000001,0.587516820939713
Cu05,Cu,22.311,38.985481733333344,0.5904490098783545
AlE4E3E2,Al,204.89999999999998,37.815825966666665,0.9507383072008125
Ni06,Ni,22.631,36.621492,0.6207570597821127
Sn06,Sn,7.816,36.48405720000001,0.6166268189065626
Ta06,Ta,27.374,36.36217946666667,0.6221489751324696
Cu06,Cu,22.233,36.16882856666666,0.6254493811737383
AlE7E6E5,Al,204.89999999999998,34.92604842857143,0.9969909625312354
Ni07,Ni,22.529,33.65376226666667,0.6625792571581121
Sn07,Sn,7.917,33.50731083333334,0.6586709080028551
Ta07,Ta,27.539,33.376619233333344,0.6647967306503637
Cu07,Cu,22.258,33.16991036666667,0.6687931473676039
