name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.8991838,0.4589571590220159
Sn01,Sn,37.475,54.66447436666667,0.46595440697161083
Ta01,Ta,27.334,54.44262573333334,0.4599725283729405
Cu01,Cu,21.906,54.26296176666666,0.4615374480345146
AlA1,Al,599.0,51.11235721818183,2.0179632799332117
Ni02,Ni,23.091,47.8589186,0.5084110527654173
Sn02,Sn,37.211,47.603387166666664,0.5159641916857916
Ta02,Ta,27.396,47.3641218,0.5099871907849843
Cu02,Cu,22.235,47.16701276666667,0.5125233611947319
AlB2,Al,415.0,44.71533536,1.6068889316731478
Ni03,Ni,22.966,42.18620183333333,0.5601801888053274
Sn03,Sn,37.13,41.906426333333336,0.5689741314329579
Ta03,Ta,27.702,41.643204133333334,0.5632185510050685
Cu03,Cu,22.253,41.42513460000001,0.5664304710637543
AlC5,Al,261.5,39.682374325,1.2221014311753322
Ni04,Ni,22.982,37.8905589,0.6085674372087211
Sn04,Sn,36.99,37.58782423333333,0.6185158613213403
Ta04,Ta,27.518,37.30412746666667,0.6128566477452801
Cu04,Cu,22.289,37.06819196666667,0.6169898559529152
AlE8E1,Al,136.6,36.02288332,0.903858463292665
Ni05,Ni,22.942,34.951636566666664,0.6474199551421104
Sn05,Sn,8.004,34.77244203333333,0.6405218953893761
Ta05,Ta,27.197,34.61580480000001,0.6489415394550524
Cu05,Cu,22.311,34.367647133333335,0.6539848968835459
AlE4E3E2,Al,204.89999999999998,32.75436473333334,1.176731643244984
Ni06,Ni,22.631,31.089467099999997,0.7087087116845607
Sn06,Sn,7.816,30.896691500000003,0.7019647620508335
Ta06,Ta,27.374,30.726301233333334,0.711741955902427
Cu06,Cu,22.233,30.454782400000003,0.7181080573169843
AlE7E6E5,Al,204.89999999999998,28.67052229090909,1.2887734377141937
Ni07,Ni,22.529,26.81522173333334,0.7949824435174625
Sn07,Sn,7.917,26.5997651,0.7886879219027785
Ta07,Ta,27.539,26.408411166666667,0.8005566848191569
Cu07,Cu,22.258,26.10349426666667,0.809316302052003
