name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.90334476666667,0.45807948277121685
Sn01,Sn,37.475,54.679510900000004,0.4645284456103738
Ta01,Ta,27.334,54.46796866666667,0.45913604412877695
Cu01,Cu,21.906,54.29652146666667,0.4606343594861137
AlA1,Al,599.0,51.2964475909091,1.9254423100889209
Ni02,Ni,23.091,48.20309743333334,0.5047165533644393
Sn02,Sn,37.211,47.96064626666667,0.511600557407237
Ta02,Ta,27.396,47.73366476666667,0.5063084469819548
Cu02,Cu,22.235,47.5467512,0.508574765364176
AlB2,Al,415.0,45.22613661000001,1.5276178604669783
Ni03,Ni,22.966,42.836623800000005,0.5526907428875212
Sn03,Sn,37.13,42.57267146666667,0.560615790536783
Ta03,Ta,27.702,42.32440883333334,0.5554486854684588
Cu03,Cu,22.253,42.11892016666667,0.5583120339857502
AlC5,Al,261.5,40.480381937500006,1.1604774918643388
Ni04,Ni,22.982,38.79869969999999,0.5964807199062769
Sn04,Sn,36.99,38.51496826666667,0.605382571321361
Ta04,Ta,27.518,38.24909853333333,0.6003032572718416
Cu04,Cu,22.289,38.028147966666666,0.6039133977422035
AlE8E1,Al,136.6,37.05191596,0.8629863133893138
Ni05,Ni,22.942,36.05272036666667,0.6309591663532584
Sn05,Sn,8.004,35.88569233333334,0.6247610828745301
Ta05,Ta,27.197,35.73965006666667,0.6322025035909477
Cu05,Cu,22.311,35.508469033333334,0.6366975279841014
AlE4E3E2,Al,204.89999999999998,34.011731762500006,1.1175310480020872
Ni06,Ni,22.631,32.47210570000001,0.6839364405368212
Sn06,Sn,7.816,32.29416500000001,0.6779614783365892
Ta06,Ta,27.374,32.13667360000001,0.6865511345823946
Cu06,Cu,22.233,31.8861658,0.6919007647370347
AlE7E6E5,Al,204.89999999999998,30.25049198,1.2049289381352246
Ni07,Ni,22.529,28.5577483,0.7556543172512438
Sn07,Sn,7.917,28.361759300000003,0.7499173658011772
Ta07,Ta,27.539,28.18747306666667,0.7600406278227909
Cu07,Cu,22.258,27.910332166666667,0.767184227982631
