name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.915530700000005,0.456769121866664
Sn01,Sn,37.475,54.7196847,0.46185722821298
Ta01,Ta,27.334,54.534691800000004,0.45785223127055596
Cu01,Cu,21.906,54.38487440000001,0.459143038233156
AlA1,Al,599.0,51.77291602,1.703133722297624
Ni02,Ni,23.091,49.09054253333334,0.4963949801561745
Sn02,Sn,37.211,48.88126883333334,0.5017485858428558
Ta02,Ta,27.396,48.685410366666666,0.4977925430664186
Cu02,Cu,22.235,48.52409833333333,0.49963234182468835
AlB2,Al,415.0,46.533539475000005,1.3596749018117251
Ni03,Ni,22.966,44.49398336666667,0.5352032325419309
Sn03,Sn,37.13,44.2695397,0.5413255244834141
Ta03,Ta,27.702,44.058403000000006,0.5375463852149568
Cu03,Cu,22.253,43.88386130000001,0.5397953769985222
AlC5,Al,261.5,42.50049161666667,1.0444265244524
Ni04,Ni,22.982,41.087494,0.5691333235402756
Sn04,Sn,36.99,40.849756600000006,0.5757340075270061
Ta04,Ta,27.518,40.62686003333334,0.5720204762733576
Cu04,Cu,22.289,40.4420751,0.5746734602885276
AlE8E1,Al,136.6,39.630186650000006,0.7879875069833135
Ni05,Ni,22.942,38.802125000000004,0.5944744158007702
Sn05,Sn,8.004,38.663905533333335,0.590037939014136
Ta05,Ta,27.197,38.54283020000001,0.5955628771461727
Cu05,Cu,22.311,38.351688833333334,0.5987865656269403
AlE4E3E2,Al,204.89999999999998,37.125061800000005,0.984752332406865
Ni06,Ni,22.631,35.871459,0.6315487508121074
Sn06,Sn,7.816,35.7270637,0.6272271593893582
Ta06,Ta,27.374,35.59899476666667,0.633358489461231
Cu06,Cu,22.233,35.39593500000001,0.636963041137396
AlE7E6E5,Al,204.89999999999998,34.08696737142857,1.0370870864484976
Ni07,Ni,22.529,32.74495520000001,0.6777950107957617
Sn07,Sn,7.917,32.5903803,0.6734765385955005
Ta07,Ta,27.539,32.45256736666666,0.6803443774749169
Cu07,Cu,22.258,32.23423576666667,0.6848011820575459
