name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.90509920000001,0.4578526380390966
Sn01,Sn,37.475,54.68336463333333,0.46423136247909713
Ta01,Ta,27.334,54.47385766666667,0.45894133075433025
Cu01,Cu,21.906,54.304141333333334,0.46038659409770927
AlA1,Al,599.0,51.334137227272734,1.906955415097237
Ni02,Ni,23.091,48.27268013333334,0.5040223588479472
Sn02,Sn,37.211,48.032783699999996,0.5107130528463546
Ta02,Ta,27.396,47.80826056666666,0.50546702797678
Cu02,Cu,22.235,47.623302800000005,0.5077287066063529
AlB2,Al,415.0,45.32870147,1.5119127566165447
Ni03,Ni,22.966,42.96678213333333,0.5511480442380694
Sn03,Sn,37.13,42.70599286666667,0.5589584232145078
Ta03,Ta,27.702,42.4606427,0.5538812474439294
Cu03,Cu,22.253,42.2576011,0.5567021644878495
AlC5,Al,261.5,40.639573187500005,1.1484664591667837
Ni04,Ni,22.982,38.97944953333334,0.5940791964486855
Sn04,Sn,36.99,38.69944446666667,0.602809492888134
Ta04,Ta,27.518,38.437093999999995,0.5978753620089508
Cu04,Cu,22.289,38.218969466666664,0.6014284158022324
AlE8E1,Al,136.6,37.25618132,0.8550896112589944
Ni05,Ni,22.942,36.2710043,0.6277807866191643
Sn05,Sn,8.004,36.10632976666667,0.6217423373504055
Ta05,Ta,27.197,35.962303066666664,0.629089088458274
Cu05,Cu,22.311,35.734417300000004,0.6333810881247114
AlE4E3E2,Al,204.89999999999998,34.26019666250001,1.1040723218267277
Ni06,Ni,22.631,32.744399766666675,0.6792875734080613
Sn06,Sn,7.816,32.56928763333333,0.6734051013570749
Ta06,Ta,27.374,32.414300366666666,0.6817550045139864
Cu06,Cu,22.233,32.16779956666667,0.6869980825493467
AlE7E6E5,Al,204.89999999999998,30.55985376666667,1.1965259712806677
Ni07,Ni,22.529,28.897678166666665,0.7484251259077105
Sn07,Sn,7.917,28.705336100000004,0.7428386855189064
Ta07,Ta,27.539,28.534238900000002,0.752621346402109
Cu07,Cu,22.258,28.262309933333334,0.7595192068284573
