name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.9022451,0.45900491594243664
Sn01,Sn,37.475,54.6740643,0.4656487082184487
Ta01,Ta,27.334,54.45844466666667,0.45999963870082433
Cu01,Cu,21.906,54.283727600000006,0.46159374887257737
AlA1,Al,599.0,51.2235189,1.9624674819487904
Ni02,Ni,23.091,48.06636586666667,0.5067792468865665
Sn02,Sn,37.211,47.818630600000006,0.5139307548139536
Ta02,Ta,27.396,47.58677306666667,0.5083310682038451
Cu02,Cu,22.235,47.395747266666675,0.5107663075476516
AlB2,Al,415.0,45.02304083,1.5592807028091225
Ni03,Ni,22.966,42.57805006666667,0.556346660898876
Sn03,Sn,37.13,42.30786113333333,0.5645884069385256
Ta03,Ta,27.702,42.053586933333335,0.5591593397615706
Cu03,Cu,22.253,41.84310920000001,0.5621470005333955
AlC5,Al,261.5,40.1634321625,1.1851283372532164
Ni04,Ni,22.982,38.438223433333334,0.6019618059402768
Sn04,Sn,36.99,38.14696093333334,0.611238761920247
Ta04,Ta,27.518,37.874063,0.6059187888633818
Cu04,Cu,22.289,37.64721906666667,0.6097942711082671
AlE8E1,Al,136.6,36.643798739999994,0.8795453202504192
Ni05,Ni,22.942,35.61626233333333,0.6381953226465146
Sn05,Sn,8.004,35.44447123333334,0.6317350362869538
Ta05,Ta,27.197,35.294196466666676,0.6395288935361058
Cu05,Cu,22.311,35.05644483333333,0.6442446332385229
AlE4E3E2,Al,204.89999999999998,33.5140193,1.1455246283810359
Ni06,Ni,22.631,31.925525233333335,0.6943694279440008
Sn06,Sn,7.816,31.74181566666667,0.6881131084503639
Ta06,Ta,27.374,31.579330600000002,0.6971106530317168
Cu06,Cu,22.233,31.3206514,0.7028831526965963
AlE7E6E5,Al,204.89999999999998,29.627259600000002,1.2408332282010504
Ni07,Ni,22.529,27.87189046666667,0.771576473290744
Sn07,Sn,7.917,27.668413500000003,0.7656294184206113
Ta07,Ta,27.539,27.4875765,0.7764299002363854
Cu07,Cu,22.258,27.19981036666667,0.7841300343092755
