,filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
19,CC220217_Ti06_18cm_50MeV.Spe,47V,1390.4,6.904936177726542,3.2117359519452835,0.00079,3e-05,0.000981581592697,7.02431452209751e-05,8919818.81953093,5409108.747542575,1709.7601724230267,1036.8236050493722,1.7532100115952818,02/22/2017 09:31:51,5208.0,5217.0
20,CC220217_Ti06_18cm_50MeV.Spe,45TI,1408.1,7.492021947931892,3.301103036818301,0.00085,8.999999999999999e-05,0.0009708438044236,7.105070675577719e-05,9094537.393835278,5335514.949744111,1743.2504109325816,1022.7170691478074,1.4498638383659008,02/22/2017 09:31:51,5208.0,5217.0
21,CC220217_Ti06_18cm_50MeV.Spe,52V,1434.06,32.22005099215113,6.225802226643272,1.0,0.0139999999999999,0.0009555295052055,7.219176569887998e-05,33777.84843685066,9205.781266449028,6.474573210053798,1.764573752434163,1.2195845018433766,02/22/2017 09:31:51,5208.0,5217.0
22,CC220217_Ti06_18cm_50MeV.Spe,44K,1499.45,21.549412486875624,6.982873476297793,0.078,0.012,0.0009190932803514,7.483034517217635e-05,301114.1065913594,128355.31059209524,57.71786593662247,24.6032797761348,2.7446478144775384,02/22/2017 09:31:51,5208.0,5217.0
23,CC220217_Ti06_18cm_50MeV.Spe,47V,1549.9,0.3226487502911679,1.768742828169505,0.00066,3e-05,0.0008928998053664,7.663628154638861e-05,548445.1302167827,3158229.9146567825,105.1265344483003,605.3728032694619,1.5503175764676855,02/22/2017 09:31:51,5208.0,5217.0
24,CC220217_Ti06_18cm_50MeV.Spe,45K,1705.6,9.51033285244643e-13,0.7423468568521026,0.53,0.0265,0.0008210536463201,8.105084166334295e-05,2.189264195946023e-09,1708.871203453952,4.196404439229487e-13,0.3275582141947387,1.3782638888888472,02/22/2017 09:31:51,5208.0,5217.0
25,CC220217_Ti06_18cm_50MeV.Spe,44K,1752.629,8.344187871884436,2.283067190230448,0.0409999999999999,0.006,0.0008016683631628,8.207908925161368e-05,254305.2541811044,121057.26828481731,48.74549629693395,23.204383416679573,0.9294358556277056,02/22/2017 09:31:51,5208.0,5217.0
26,CC220217_Ti06_18cm_50MeV.Spe,44K,1777.973,2.499874354231206e-18,1.4969334177676683,0.021,0.003,0.0007916152518957,8.25796426587371e-05,1.5063801858663505e-13,90202.56703180925,2.88744524797077e-17,17.290122106921455,1.360047772215748,02/22/2017 09:31:51,5208.0,5217.0
27,CC220217_Ti06_18cm_50MeV.Spe,47V,1793.9,2.5833098868443937e-05,0.832507255338001,0.00191,9.55e-05,0.0007854322905211,8.287582382058717e-05,17.249807308208002,555909.2017140719,0.0033064610519854,106.557255456023,1.360047772215748,02/22/2017 09:31:51,5208.0,5217.0
28,CC220217_Ti06_18cm_50MeV.Spe,44K,2144.23,5.037499333391858e-13,0.5572579149614774,0.0075,0.0013,0.0006713067847688,8.655416276084397e-05,1.0022649959502698e-07,110872.49147217456,1.921151995304332e-11,21.25215477710841,1.8727712234952223,02/22/2017 09:31:51,5208.0,5217.0
29,CC220217_Ti06_18cm_50MeV.Spe,44K,2150.786,0.0005278544537089,0.6601879664630207,0.23,0.04,0.0006695100962298,8.658166004225318e-05,3.4338323263322743,4297.296625489631,0.0006582005609224,0.8237102981578744,1.8727712234952223,02/22/2017 09:31:51,5208.0,5217.0
30,CC220217_Ti06_18cm_50MeV.Spe,47V,2163.0,3.4261689835749475e-25,0.4730823126478135,0.00067,3e-05,0.0006661910700243,8.662972351734148e-05,7.689268580649152e-19,1061727.2470046273,1.4738870194842154e-22,203.5129858164898,1.8727712234952223,02/22/2017 09:31:51,5208.0,5217.0
31,CC220217_Ti06_18cm_50MeV.Spe,48V,2240.396,125.07905041546616,7.584576807131911,0.02333,0.00013,0.0006459785576711,8.684488937594887e-05,8313838.720135574,1434635.0043354214,1593.6052750882834,274.9923335893083,0.7125935003051286,02/22/2017 09:31:51,5208.0,5217.0
32,CC220217_Ti06_18cm_50MeV.Spe,44K,2518.991,3.697961006615647e-11,0.4796817477289993,0.0969999999999999,0.015,0.0005832644857284,8.66250447042463e-05,6.547491159831113e-07,8493.091185714535,1.2550299328792626e-10,1.627964574605048,1.6921874999989746,02/22/2017 09:31:51,5208.0,5217.0
33,CC220217_Ti06_18cm_50MeV.Spe,44K,2656.41,5.8089447785562536e-15,0.4623549238345577,0.0098,0.0016,0.0005570763672661,8.608693933273139e-05,1.065875055426346e-09,84836.8505564091,2.0430804205987086e-13,16.261615977843416,inf,02/22/2017 09:31:51,5208.0,5217.0
0,CO020317_Ti06_18cm_50MeV.Spe,47SC,159.381,9103.53854816537,110.98326509024484,0.6829999999999999,0.004,0.0051769133063737,0.0001461239831965,2575625.770053428,85014.52930563207,324.3861171351925,10.707119559903283,1.1592989678425962,03/02/2017 12:35:18,7937.0,7940.0
1,CO020317_Ti06_18cm_50MeV.Spe,44SCm,271.241,1281.1421199024703,63.86379236447533,0.867,0.003,0.0037135316468788,5.881767820052458e-05,398066.11014644534,23645.012981377666,50.134270799300424,2.9779613326672125,1.2685722642971895,03/02/2017 12:35:18,7937.0,7940.0
2,CO020317_Ti06_18cm_50MeV.Spe,46SC,889.277,6401.153853484879,135.12498247302503,0.99984,1e-05,0.0014171719752166,2.1231219310060062e-05,4519280.784074512,129906.6533258484,569.1789400597622,16.361039461693753,2.761016399465269,03/02/2017 12:35:18,7937.0,7940.0
3,CO020317_Ti06_18cm_50MeV.Spe,48V,944.13,1046.408748804141,40.8529262167283,0.0787,7.000000000000001e-05,0.0013465584586383,2.156764640136176e-05,9877920.794132704,516794.3176889203,1244.0706289839677,65.08744555276074,1.1262280849503514,03/02/2017 12:35:18,7937.0,7940.0
4,CO020317_Ti06_18cm_50MeV.Spe,48V,983.525,12602.374290216589,221.24819156256387,0.9998,0.0004,0.0012990010422101,2.1988492403949988e-05,9707197.465244455,252061.5559625025,1222.568950282677,31.74578790459729,4.036617571313958,03/02/2017 12:35:18,7937.0,7940.0
5,CO020317_Ti06_18cm_50MeV.Spe,46SC,1120.545,5485.088969837356,114.55161492370397,0.99987,1e-05,0.0011560527739442,2.3379351306074845e-05,4747080.542037284,152162.1730116668,597.8690858989023,19.164001638748967,2.397768446010507,03/02/2017 12:35:18,7937.0,7940.0
6,CO020317_Ti06_18cm_50MeV.Spe,44K,1157.002,548.0971947172824,34.104526417680745,0.58,0.09,0.0011237531775879,2.3482926826428803e-05,841245.5405563387,146220.5154347268,105.9503199693122,18.41568204467592,1.4923459648453858,03/02/2017 12:35:18,7937.0,7940.0
7,CO020317_Ti06_18cm_50MeV.Spe,48V,1312.106,8349.337396174438,1061.920339700656,0.982,0.003,0.0010035322398917,2.390520680773053e-05,8475655.891137248,1100950.534585422,1067.4629585815171,138.6587575044612,2.7042025722772007,03/02/2017 12:35:18,7937.0,7940.0
8,CO020317_Ti06_18cm_50MeV.Spe,48SC,1312.12,1517.4689435990167,1057.0004570038327,1.001,0.0069999999999999,0.0010035224893509,2.39055689799896e-05,1511202.789579833,1054018.306073727,190.32780725186817,132.74789749039385,2.7042025722772007,03/02/2017 12:35:18,7937.0,7940.0
9,CO020317_Ti06_18cm_50MeV.Spe,46K,1345.0,16.40283622086628,5.761473241171576,1.0,0.05,0.000981106863579,2.5239332206126177e-05,16725.024273813997,7242.19505474265,2.1064262309589417,0.9121152461892508,1.8789469681487336,03/02/2017 12:35:18,7937.0,7940.0
10,CO020317_Ti06_18cm_50MeV.Spe,52V,1434.06,23.42355528630565,5.995708211759497,1.0,0.0139999999999999,0.0009250115866723,3.6202144267444775e-05,25332.016570278138,8399.387343022938,3.1904302985236943,1.0578573479877755,1.6083243272387049,03/02/2017 12:35:18,7937.0,7940.0
11,CO020317_Ti06_18cm_50MeV.Spe,44K,1499.45,2.6302387856967617,2.709153351257453,0.078,0.012,0.0008877895631138,5.3220075636477294e-05,37997.46834856563,46043.802310824045,4.785575358761414,5.798967545443834,1.8212413134818612,03/02/2017 12:35:18,7937.0,7940.0
12,CO020317_Ti06_18cm_50MeV.Spe,42K,1524.6,5.011487832056573,3.4962289804265425,0.1808,0.00904,0.0008742732097234,6.198597664181562e-05,31716.496342698538,26417.651822452633,3.9945209499620327,3.327160179150206,1.8212413134818612,03/02/2017 12:35:18,7937.0,7940.0
13,CO020317_Ti06_18cm_50MeV.Spe,44K,2150.786,2.5680155012487705e-12,0.8849921153370927,0.23,0.04,0.0006361080407203,0.0008291375817294,1.7559131922600215e-08,6051.245911924554,2.2114775721158967e-12,0.7621216513758884,1.0495416666666293,03/02/2017 12:35:18,7937.0,7940.0
14,CO020317_Ti06_18cm_50MeV.Spe,48V,2240.396,86.12144875016969,9.057535086861703,0.02333,0.00013,0.0006127208299243,0.0010464019822582,6026956.619735733,10332794.309756411,759.0625465662132,1301.3594848559712,1.4360747811657668,03/02/2017 12:35:18,7937.0,7940.0
15,CO020317_Ti06_18cm_50MeV.Spe,44K,2518.991,2.8351853555831337e-13,0.7869929611628669,0.0969999999999999,0.015,0.0005506757835995,0.0019087072887648,5.3097963713230855e-09,14738.974159877733,6.687400971439656e-13,1.856293974795684,1.0484523809523758,03/02/2017 12:35:18,7937.0,7940.0
